"weight";"word";"color";"url"
"12";"fitness";"";""
"10";"fits";"";""
"25";"fitting";"";""
"38";"fixed";"";""
"25";"flagon";"";""
"25";"flagons";"";""
"51";"flame";"";""
"25";"flames";"";""
"25";"flaming";"";""
"25";"flash";"";""
"12";"flashes";"";""
"25";"flat";"";""
"25";"flats";"";""
"5";"flattering";"";""
"25";"flaxen";"";""
"21";"flesh";"";""
"25";"flights";"";""
"76";"flourish";"";""
"25";"flush";"";""
"25";"flushing";"";""
"0";"fly";"";""
"12";"foe";"";""
"25";"foil";"";""
"51";"foils";"";""
"25";"folded";"";""
"25";"folger";"";""
"25";"folk";"";""
"0";"follow";"";""
"5";"folly";"";""
"0";"fond";"";""
"0";"food";"";""
"0";"fool";"";""
"0";"foolish";"";""
"0";"fools";"";""
"0";"forbear";"";""
"0";"forbid";"";""
"10";"force";"";""
"25";"forced";"";""
"25";"forcing";"";""
"25";"fordo";"";""
"12";"fordoes";"";""
"10";"forehead";"";""
"0";"foreign";"";""
"25";"foreknowing";"";""
"25";"foresaid";"";""
"25";"forest";"";""
"25";"forestall";"";""
"25";"forestalled";"";""
"51";"forged";"";""
"25";"forgeries";"";""
"25";"forgery";"";""
"0";"forget";"";""
"12";"forgetting";"";""
"0";"forgive";"";""
"25";"forgiveness";"";""
"25";"forgone";"";""
"10";"forgot";"";""
"25";"forgotten";"";""
"0";"form";"";""
"25";"formal";"";""
"12";"forms";"";""
"25";"forthwith";"";""
"25";"fortified";"";""
"280";"fortinbras";"";""
"25";"forts";"";""
"0";"fortune";"";""
"0";"fortunes";"";""
"12";"fought";"";""
"0";"foul";"";""
"25";"frame";"";""
"25";"france";"";""
"229";"francisco";"";""
"25";"frankly";"";""
"0";"free";"";""
"38";"freely";"";""
"25";"freeze";"";""
"21";"french";"";""
"25";"frenchman";"";""
"12";"fret";"";""
"25";"fretted";"";""
"0";"friend";"";""
"25";"friending";"";""
"42";"friends";"";""
"25";"frighted";"";""
"25";"frock";"";""
"12";"frost";"";""
"25";"frowned";"";""
"10";"fruit";"";""
"12";"fruitful";"";""
"12";"fruits";"";""
"25";"function";"";""
"25";"functions";"";""
"76";"funeral";"";""
"5";"furnish";"";""
"25";"fust";"";""
"25";"gaged";"";""
"51";"gain";"";""
"25";"gaingiving";"";""
"25";"gait";"";""
"10";"gall";"";""
"12";"gallant";"";""
"51";"galled";"";""
"76";"gallows";"";""
"51";"galls";"";""
"25";"gambol";"";""
"12";"gape";"";""
"10";"garden";"";""
"25";"garland";"";""
"25";"garlands";"";""
"25";"gates";"";""
"38";"gather";"";""
"25";"gem";"";""
"12";"gender";"";""
"0";"general";"";""
"25";"generous";"";""
"0";"gentle";"";""
"0";"gentleman";"";""
"21";"gentlemen";"";""
"25";"gentry";"";""
"25";"germane";"";""
"51";"gertrude";"";""
"25";"gestures";"";""
"191";"ghost";"";""
"25";"gibber";"";""
"25";"gibes";"";""
"25";"gifts";"";""
"12";"gilded";"";""
"12";"girl";"";""
"25";"gis";"";""
"25";"givers";"";""
"0";"glad";"";""
"25";"glass";"";""
"25";"glassy";"";""
"25";"glimpses";"";""
"25";"glow";"";""
"25";"glowworm";"";""
"25";"goblin";"";""
"25";"goblins";"";""
"84";"god";"";""
"25";"godlike";"";""
"25";"gods";"";""
"15";"golden";"";""
"25";"gonzago";"";""
"0";"good";"";""
"15";"goodly";"";""
"5";"goodman";"";""
"5";"goodness";"";""
"25";"goodwill";"";""
"12";"goose";"";""
"12";"gorge";"";""
"12";"govern";"";""
"0";"grace";"";""
"12";"graces";"";""
"0";"gracious";"";""
"25";"grained";"";""
"25";"grand";"";""
"5";"grandsire";"";""
"0";"grant";"";""
"51";"grapple";"";""
