"weight";"word";"color";"url"
"0";"death";"";""
"35";"deathbed";"";""
"35";"deceit";"";""
"35";"deck";"";""
"35";"dedicate";"";""
"0";"deeds";"";""
"29";"deep";"";""
"35";"defiance";"";""
"35";"deflowered";"";""
"14";"defy";"";""
"22";"delay";"";""
"35";"deliciousness";"";""
"14";"delight";"";""
"35";"delights";"";""
"0";"deliver";"";""
"7";"delivered";"";""
"35";"demesnes";"";""
"7";"denote";"";""
"0";"deny";"";""
"35";"depart";"";""
"17";"departed";"";""
"17";"depth";"";""
"35";"descend";"";""
"0";"desire";"";""
"35";"desirest";"";""
"0";"desperate";"";""
"14";"despised";"";""
"14";"determine";"";""
"70";"detestable";"";""
"22";"devil";"";""
"0";"devise";"";""
"17";"devotion";"";""
"35";"devout";"";""
"7";"dew";"";""
"17";"dexterity";"";""
"17";"dial";"";""
"35";"dido";"";""
"0";"didst";"";""
"0";"die";"";""
"0";"dies";"";""
"35";"digging";"";""
"35";"digressing";"";""
"70";"dim";"";""
"17";"dinner";"";""
"7";"dire";"";""
"7";"direct";"";""
"17";"direction";"";""
"35";"direful";"";""
"35";"dirges";"";""
"35";"discords";"";""
"35";"discourses";"";""
"7";"discover";"";""
"35";"disgrace";"";""
"35";"dishclout";"";""
"70";"dismal";"";""
"70";"disobedient";"";""
"7";"dispatch";"";""
"35";"disperse";"";""
"35";"displant";"";""
"17";"dispose";"";""
"0";"disposition";"";""
"35";"dispraise";"";""
"35";"dispute";"";""
"35";"distempered";"";""
"17";"distilled";"";""
"70";"disturb";"";""
"35";"divers";"";""
"35";"divideth";"";""
"35";"divinest";"";""
"35";"doff";"";""
"0";"dog";"";""
"35";"doleful";"";""
"70";"doom";"";""
"17";"doomsday";"";""
"0";"doors";"";""
"0";"dost";"";""
"0";"doth";"";""
"17";"doting";"";""
"0";"double";"";""
"17";"doublet";"";""
"0";"doubt";"";""
"17";"dove";"";""
"35";"dovehouse";"";""
"35";"doves";"";""
"7";"dozen";"";""
"35";"drag";"";""
"17";"dragon";"";""
"14";"dram";"";""
"17";"dramatis";"";""
"35";"drave";"";""
"0";"draw";"";""
"35";"drawn";"";""
"7";"draws";"";""
"0";"dreadful";"";""
"58";"dream";"";""
"35";"dreamers";"";""
"70";"dreams";"";""
"53";"dreamt";"";""
"14";"drew";"";""
"17";"dried";"";""
"35";"drier";"";""
"17";"drift";"";""
"0";"drink";"";""
"0";"drinks";"";""
"35";"drivelling";"";""
"35";"driveth";"";""
"17";"driving";"";""
"35";"drizzle";"";""
"7";"drop";"";""
"7";"drops";"";""
"17";"drowsy";"";""
"14";"drugs";"";""
"35";"drums";"";""
"14";"drunk";"";""
"35";"drunkard";"";""
"14";"dry";"";""
"17";"dug";"";""
"0";"dull";"";""
"70";"dump";"";""
"35";"dumps";"";""
"7";"dust";"";""
"53";"dwell";"";""
"0";"ear";"";""
"35";"earliness";"";""
"247";"early";"";""
"22";"ears";"";""
"0";"earth";"";""
"35";"earthen";"";""
"35";"earthquake";"";""
"7";"ease";"";""
"7";"east";"";""
"35";"eastern";"";""
"7";"eats";"";""
"7";"ebb";"";""
"35";"echo";"";""
"35";"effeminate";"";""
"35";"egg";"";""
"35";"elflocks";"";""
"35";"ell";"";""
"35";"encamp";"";""
"35";"encounter";"";""
"35";"endart";"";""
"35";"ended";"";""
"35";"endite";"";""
"7";"ends";"";""
"0";"endure";"";""
"17";"enemies";"";""
"0";"enemy";"";""
"7";"enforce";"";""
"35";"engrossing";"";""
"35";"enpierced";"";""
"35";"enquire";"";""
"35";"enrich";"";""
"35";"ensign";"";""
"579";"enter";"";""
"35";"enters";"";""
"17";"entertain";"";""
"17";"entrance";"";""
"0";"entreat";"";""
"17";"entreated";"";""
"70";"envious";"";""
"35";"environed";"";""
"0";"ere";"";""
"7";"eternal";"";""
"70";"eve";"";""
"17";"evening";"";""
"35";"everlasting";"";""
"70";"examine";"";""
"0";"excellent";"";""
"35";"excels";"";""
"17";"excess";"";""
"0";"exchange";"";""
"53";"excuse";"";""
"7";"execution";"";""
"176";"exeunt";"";""
"35";"exhales";"";""
"176";"exile";"";""
"44";"exit";"";""
"35";"expects";"";""
"35";"expire";"";""
"35";"expressly";"";""
"17";"extreme";"";""
"17";"extremes";"";""
"35";"extremities";"";""
"0";"eye";"";""
"17";"eyeless";"";""
"0";"eyes";"";""
"70";"eyesight";"";""
"0";"face";"";""
"35";"fade";"";""
"17";"fadom";"";""
"0";"fain";"";""
"17";"faint";"";""
"17";"faintly";"";""
"0";"fair";"";""
"70";"fairer";"";""
"17";"fairest";"";""
"29";"faith";"";""
"53";"faithful";"";""
"0";"fall";"";""
"0";"falls";"";""
"7";"familiar";"";""
"35";"famine";"";""
"7";"fares";"";""
"0";"farewell";"";""
"35";"farthest";"";""
"35";"faster";"";""
"70";"fatal";"";""
"7";"fate";"";""
"0";"father";"";""
"0";"fault";"";""
"35";"favour";"";""
"0";"fear";"";""
"35";"fearest";"";""
"0";"fearful";"";""
"17";"fearfully";"";""
"17";"feast";"";""
"35";"feasting";"";""
"17";"feather";"";""
"14";"fee";"";""
"0";"feel";"";""
"14";"feeling";"";""
"17";"feet";"";""
"35";"feign";"";""
"0";"fellows";"";""
"17";"fellowship";"";""
"35";"felon";"";""
"35";"felt";"";""
"17";"female";"";""
"70";"festival";"";""
"0";"fetch";"";""
"35";"fettle";"";""
"35";"fiend";"";""
"17";"fierce";"";""
"14";"fiery";"";""
"17";"fighting";"";""
"70";"fights";"";""
"7";"figure";"";""
"7";"finding";"";""
"14";"finds";"";""
"0";"fine";"";""
"14";"finger";"";""
"14";"fingers";"";""
"17";"fish";"";""
"35";"fisher";"";""
"0";"fit";"";""
"7";"fits";"";""
"17";"flag";"";""
"7";"flattering";"";""
"35";"flecked";"";""
"7";"fled";"";""
"35";"fleer";"";""
"7";"flesh";"";""
"22";"flies";"";""
"35";"flourishes";"";""
"17";"flow";"";""
"35";"flowed";"";""
"141";"flower";"";""
"141";"flowers";"";""
"0";"fly";"";""
"17";"foe";"";""
"17";"foes";"";""
"0";"follow";"";""
"0";"fond";"";""
"0";"food";"";""
"0";"fool";"";""
"0";"foolish";"";""
"0";"fools";"";""
"106";"foot";"";""
"0";"forbear";"";""
"0";"forbid";"";""
"7";"force";"";""
"35";"forefinger";"";""
"7";"forehead";"";""
"0";"foreign";"";""
"35";"forerun";"";""
"70";"forfeit";"";""
"0";"forget";"";""
"17";"forgetting";"";""
"0";"forgive";"";""
"14";"forgot";"";""
"0";"form";"";""
"17";"forswear";"";""
"35";"forsworn";"";""
"35";"fortnight";"";""
"0";"fortune";"";""
"0";"fortunes";"";""
"53";"fought";"";""
"0";"foul";"";""
"35";"fountains";"";""
"35";"fourteen";"";""
"35";"francis";"";""
"35";"franciscan";"";""
"7";"frank";"";""
"35";"fray";"";""
"0";"free";"";""
"35";"freezes";"";""
"14";"french";"";""
"14";"fresh";"";""
"955";"friar";"";""
"0";"friend";"";""
"7";"friendly";"";""
"17";"fright";"";""
"17";"frost";"";""
"35";"frown";"";""
"35";"frowning";"";""
"35";"frozen";"";""
"7";"fruit";"";""
"35";"fume";"";""
"35";"furious";"";""
"7";"furnish";"";""
"35";"furthest";"";""
"14";"fury";"";""
"17";"gallant";"";""
"35";"gallop";"";""
"35";"gallops";"";""
"35";"game";"";""
"35";"gapes";"";""
"35";"garish";"";""
"35";"gavest";"";""
"70";"gaze";"";""
"35";"gear";"";""
"0";"general";"";""
"0";"gentle";"";""
"0";"gentleman";"";""
"35";"gentlemanlike";"";""
"7";"gentlemen";"";""
"17";"gentler";"";""
"17";"gentlewoman";"";""
"70";"gentlewomen";"";""
"17";"ghost";"";""
"141";"ghostly";"";""
"17";"girl";"";""
"0";"glad";"";""
"35";"gladly";"";""
"35";"glide";"";""
"35";"glooming";"";""
"17";"glorious";"";""
"35";"glove";"";""
"124";"god";"";""
"35";"goeth";"";""
"14";"gold";"";""
"29";"golden";"";""
"0";"good";"";""
"7";"goodly";"";""
"7";"goodman";"";""
"17";"goose";"";""
"17";"gorgeous";"";""
"35";"gory";"";""
"35";"gossamer";"";""
"35";"gossip";"";""
"0";"grace";"";""
"0";"gracious";"";""
"7";"grandsire";"";""
"0";"grant";"";""
"0";"grave";"";""
"17";"gravity";"";""
"17";"gray";"";""
"17";"graze";"";""
"0";"great";"";""
"7";"greater";"";""
"0";"green";"";""
"35";"gregory";"";""
"17";"grey";"";""
"0";"grief";"";""
"7";"griefs";"";""
"7";"grieve";"";""
"35";"grindstone";"";""
"35";"griping";"";""
"17";"groan";"";""
"17";"groaning";"";""
"17";"groans";"";""
"0";"gross";"";""
"44";"ground";"";""
"35";"grove";"";""
"0";"grow";"";""
"22";"grown";"";""
"0";"grows";"";""
"35";"grubs";"";""
"17";"grudge";"";""
"53";"guests";"";""
"14";"guilty";"";""
"0";"hadst";"";""
"14";"hair";"";""
"0";"hand";"";""
"0";"hands";"";""
"0";"hang";"";""
"35";"hanging";"";""
"14";"hangs";"";""
"14";"hap";"";""
"7";"haply";"";""
"14";"happily";"";""
"14";"happiness";"";""
"0";"happy";"";""
"0";"hard";"";""
"106";"hare";"";""
"22";"hark";"";""
"35";"harlotry";"";""
"17";"harsh";"";""
"0";"hast";"";""
"7";"hasten";"";""
"35";"hastes";"";""
"7";"hasty";"";""
"0";"hate";"";""
"70";"hateful";"";""
"0";"hath";"";""
"35";"haughty";"";""
"7";"haunt";"";""
"35";"haviour";"";""
"35";"hazel";"";""
"0";"head";"";""
"29";"heads";"";""
"35";"healths";"";""
"35";"healthsome";"";""
