n;k;m
2137;100;215
2138;100;213
2139;100;213
2140;100;217
2141;100;204
2142;100;228
2143;100;213
2144;100;212
2145;100;205
2146;100;211
2147;100;213
2148;100;219
2149;100;214
2150;100;221
2151;100;216
2152;100;223
2153;100;214
2154;100;214
2155;100;212
2156;100;209
2157;100;212
2158;100;217
2159;100;205
2160;100;209
2161;100;216
2162;100;223
2163;100;224
2164;100;212
2165;100;210
2166;100;220
2167;100;208
2168;100;208
2169;100;216
2170;100;223
2171;100;217
2172;100;207
2173;100;208
2174;100;213
2175;100;214
2176;100;217
2177;100;214
2178;100;215
2179;100;212
2180;100;224
2181;100;217
2182;100;210
2183;100;209
2184;100;215
2185;100;212
2186;100;201
2187;100;210
2188;100;215
2189;100;210
2190;100;216
2191;100;219
2192;100;217
2193;100;215
2194;100;219
2195;100;227
2196;100;218
2197;100;213
2198;100;220
2199;100;214
2200;100;213
2201;100;206
2202;100;212
2203;100;212
2204;100;215
2205;100;220
2206;100;209
2207;100;215
2208;100;209
2209;100;214
2210;100;219
2211;100;221
2212;100;212
2213;100;210
2214;100;220
2215;100;217
2216;100;215
2217;100;211
2218;100;216
2219;100;213
2220;100;204
2221;100;204
2222;100;220
2223;100;213
2224;100;220
2225;100;211
2226;100;208
2227;100;212
2228;100;220
2229;100;214
2230;100;217
2231;100;225
2232;100;212
2233;100;214
2234;100;215
2235;100;207
2236;100;210
2237;100;222
2238;100;216
2239;100;220
2240;100;218
2241;100;216
2242;100;220
2243;100;218
2244;100;211
2245;100;223
2246;100;210
2247;100;216
2248;100;213
2249;100;211
2250;100;216
2251;100;219
2252;100;215
2253;100;217
2254;100;211
2255;100;214
2256;100;210
2257;100;215
2258;100;216
2259;100;212
2260;100;209
2261;100;215
2262;100;211
2263;100;223
2264;100;211
2265;100;212
2266;100;212
2267;100;214
2268;100;209
2269;100;218
2270;100;224
2271;100;214
2272;100;226
2273;100;223
2274;100;212
2275;100;216
2276;100;206
2277;100;212
2278;100;220
2279;100;215
2280;100;218
2281;100;217
2282;100;216
2283;100;222
2284;100;204
2285;100;220
2286;100;215
2287;100;221
2288;100;215
2289;100;231
2290;100;209
2291;100;215
2292;100;212
2293;100;214
2294;100;213
2295;100;221
2296;100;217
2297;100;214
2298;100;221
2299;100;218
2300;100;213
2301;100;214
2302;100;217
2303;100;218
2304;100;218
2305;100;222
2306;100;220
2307;100;226
2308;100;216
2309;100;209
2310;100;214
2311;100;219
2312;100;212
2313;100;216
2314;100;204
2315;100;220
2316;100;211
2317;100;221
2318;100;209
2319;100;216
2320;100;216
2321;100;214
2322;100;220
2323;100;217
2324;100;210
2325;100;211
2326;100;208
2327;100;217
2328;100;212
2329;100;216
2330;100;221
2331;100;226
2332;100;220
2333;100;225
2334;100;220
2335;100;223
2336;100;223
2337;100;220
2338;100;222
2339;100;214
2340;100;218
2341;100;213
2342;100;219
2343;100;214
2344;100;211
2345;100;210
2346;100;216
2347;100;217
2348;100;213
2349;100;218
2350;100;222
2351;100;210
2352;100;214
2353;100;221
2354;100;228
2355;100;217
2356;100;213
2357;100;213
2358;100;216
2359;100;210
2360;100;208
2361;100;220
2362;100;217
2363;100;213
2364;100;219
2365;100;221
2366;100;221
2367;100;224
2368;100;213
2369;100;220
2370;100;211
2371;100;217
2372;100;219
2373;100;213
2374;100;231
2375;100;221
2376;100;219
2377;100;218
2378;100;217
2379;100;214
2380;100;214
2381;100;227
2382;100;229
2383;100;214
2384;100;220
2385;100;222
2386;100;217
2387;100;217
2388;100;229
2389;100;218
2390;100;221
2391;100;215
2392;100;214
2393;100;218
2394;100;221
2395;100;221
2396;100;217
2397;100;224
2398;100;221
2399;100;219
2400;100;215
2401;100;218
2402;100;225
2403;100;227
2404;100;230
2405;100;220
2406;100;217
2407;100;225
2408;100;226
2409;100;220
2410;100;217
2411;100;223
2412;100;214
2413;100;219
2414;100;221
2415;100;213
2416;100;218
2417;100;216
2418;100;222
2419;100;229
2420;100;225
2421;100;229
2422;100;218
2423;100;219
2424;100;219
2425;100;213
2426;100;228
2427;100;225
2428;100;215
2429;100;235
2430;100;229
2431;100;227
2432;100;217
2433;100;211
2434;100;220
2435;100;209
2436;100;212
2437;100;220
2438;100;226
2439;100;220
2440;100;225
2441;100;214
2442;100;225
2443;100;218
2444;100;220
2445;100;211
2446;100;223
2447;100;220
2448;100;224
2449;100;217
2450;100;214
2451;100;227
2452;100;221
2453;100;226
2454;100;213
2455;100;222
2456;100;219
2457;100;226
2458;100;225
2459;100;219
2460;100;215
2461;100;222
2462;100;219
2463;100;220
2464;100;224
2465;100;220
2466;100;220
2467;100;217
2468;100;225
2469;100;212
2470;100;226
2471;100;215
2472;100;220
2473;100;220
2474;100;220
2475;100;218
2476;100;225
2477;100;227
2478;100;222
2479;100;219
2480;100;229
2481;100;218
2482;100;217
2483;100;230
2484;100;229
2485;100;217
2486;100;221
2487;100;218
2488;100;228
2489;100;214
2490;100;221
2491;100;218
2492;100;216
2493;100;223
2494;100;221
2495;100;236
2496;100;225
2497;100;211
2498;100;222
2499;100;215
2500;100;218
2501;100;233
2502;100;224
2503;100;221
2504;100;215
2505;100;224
2506;100;221
2507;100;218
2508;100;222
2509;100;223
2510;100;223
2511;100;223
2512;100;225
2513;100;219
2514;100;216
2515;100;224
2516;100;224
2517;100;215
2518;100;219
2519;100;229
2520;100;218
2521;100;235
2522;100;221
2523;100;221
2524;100;232
2525;100;228
2526;100;221
2527;100;229
2528;100;211
2529;100;235
2530;100;221
2531;100;226
2532;100;221
2533;100;232
2534;100;215
2535;100;220
2536;100;219
2537;100;211
2538;100;231
2539;100;233
2540;100;217
2541;100;221
2542;100;218
2543;100;229
2544;100;221
2545;100;226
2546;100;226
2547;100;225
2548;100;223
2549;100;215
2550;100;223
2551;100;223
2552;100;216
2553;100;223
2554;100;223
2555;100;210
2556;100;223
2557;100;222
2558;100;213
2559;100;218
2560;100;218
2561;100;226
2562;100;220
2563;100;234
2564;100;229
2565;100;222
2566;100;216
2567;100;224
2568;100;219
2569;100;217
2570;100;216
2571;100;235
2572;100;225
2573;100;221
2574;100;213
2575;100;220
2576;100;227
2577;100;227
2578;100;213
2579;100;215
2580;100;218
2581;100;221
2582;100;219
2583;100;224
2584;100;223
2585;100;219
2586;100;215
2587;100;220
2588;100;223
2589;100;219
2590;100;223
2591;100;212
2592;100;214
2593;100;220
2594;100;219
2595;100;225
2596;100;228
2597;100;231
2598;100;224
2599;100;223
2600;100;214
2601;100;235
2602;100;226
2603;100;219
2604;100;234
2605;100;217
2606;100;220
2607;100;228
2608;100;223
2609;100;236
2610;100;216
2611;100;227
2612;100;216
2613;100;227
2614;100;230
2615;100;231
2616;100;221
2617;100;225
2618;100;227
2619;100;227
2620;100;232
2621;100;226
2622;100;227
2623;100;227
2624;100;222
2625;100;213
2626;100;225
2627;100;218
2628;100;230
2629;100;230
2630;100;222
2631;100;221
2632;100;221
2633;100;226
2634;100;224
2635;100;223
2636;100;218
2637;100;234
2638;100;230
2639;100;224
2640;100;236
2641;100;237
2642;100;227
2643;100;225
2644;100;228
2645;100;214
2646;100;227
2647;100;224
2648;100;225
2649;100;221
2650;100;223
2651;100;235
2652;100;231
2653;100;224
2654;100;224
2655;100;218
2656;100;215
2657;100;233
2658;100;228
2659;100;226
2660;100;219
2661;100;229
2662;100;226
2663;100;227
2664;100;225
2665;100;223
2666;100;230
2667;100;220
2668;100;225
2669;100;224
2670;100;225
2671;100;222
2672;100;235
2673;100;228
2674;100;231
2675;100;219
2676;100;218
2677;100;221
2678;100;232
2679;100;228
2680;100;224
2681;100;223
2682;100;215
2683;100;234
2684;100;230
2685;100;229
2686;100;222
2687;100;224
2688;100;223
2689;100;219
2690;100;212
2691;100;223
2692;100;229
2693;100;225
2694;100;222
2695;100;227
2696;100;231
2697;100;233
2698;100;228
2699;100;218
2700;100;221
2701;100;222
2702;100;221
2703;100;223
2704;100;222
2705;100;228
2706;100;230
2707;100;221
2708;100;219
2709;100;225
2710;100;224
2711;100;222
2712;100;231
2713;100;223
2714;100;232
2715;100;218
2716;100;228
2717;100;234
2718;100;237
2719;100;222
2720;100;234
2721;100;222
2722;100;229
2723;100;222
2724;100;221
2725;100;219
2726;100;224
2727;100;220
2728;100;219
2729;100;232
2730;100;225
2731;100;220
2732;100;224
2733;100;228
2734;100;230
2735;100;222
2736;100;229
2737;100;228
2738;100;230
2739;100;230
2740;100;225
2741;100;221
2742;100;220
2743;100;231
2744;100;228
2745;100;224
2746;100;229
2747;100;228
2748;100;230
2749;100;224
2750;100;219
2751;100;224
2752;100;213
2753;100;231
2754;100;240
2755;100;228
2756;100;218
2757;100;230
2758;100;219
2759;100;224
2760;100;226
2761;100;223
2762;100;222
2763;100;227
2764;100;229
2765;100;225
2766;100;230
2767;100;224
2768;100;222
2769;100;223
2770;100;242
2771;100;219
2772;100;232
2773;100;229
2774;100;232
2775;100;220
2776;100;218
2777;100;220
2778;100;230
2779;100;225
2780;100;220
2781;100;221
2782;100;226
2783;100;237
2784;100;222
2785;100;225
2786;100;225
2787;100;228
2788;100;227
2789;100;221
2790;100;227
2791;100;232
2792;100;227
2793;100;227
2794;100;224
2795;100;227
2796;100;238
2797;100;224
2798;100;236
2799;100;237
2800;100;215
2801;100;238
2802;100;230
2803;100;235
2804;100;230
2805;100;229
2806;100;227
2807;100;231
2808;100;230
2809;100;231
2810;100;226
2811;100;225
2812;100;223
2813;100;233
2814;100;227
2815;100;221
2816;100;223
2817;100;229
2818;100;230
2819;100;226
2820;100;229
2821;100;230
2822;100;218
2823;100;221
2824;100;225
2825;100;236
2826;100;229
2827;100;230
2828;100;217
2829;100;226
2830;100;228
2831;100;222
2832;100;233
2833;100;226
2834;100;222
2835;100;230
2836;100;229
2837;100;228
2838;100;216
2839;100;230
2840;100;221
2841;100;227
2842;100;237
2843;100;220
2844;100;225
2845;100;223
2846;100;223
2847;100;240
2848;100;227
2849;100;228
2850;100;224
2851;100;222
2852;100;230
2853;100;232
2854;100;229
2855;100;234
2856;100;223
2857;100;220
2858;100;227
2859;100;219
2860;100;238
2861;100;228
2862;100;234
2863;100;227
2864;100;225
2865;100;234
2866;100;241
2867;100;229
2868;100;235
2869;100;237
2870;100;224
2871;100;230
2872;100;230
2873;100;223
2874;100;241
2875;100;228
2876;100;245
2877;100;230
2878;100;223
2879;100;228
2880;100;214
2881;100;222
2882;100;227
2883;100;232
2884;100;229
2885;100;230
2886;100;230
2887;100;229
2888;100;219
2889;100;232
2890;100;238
2891;100;228
2892;100;232
2893;100;230
2894;100;229
2895;100;226
2896;100;227
2897;100;230
2898;100;221
2899;100;229
2900;100;236
2901;100;228
2902;100;232
2903;100;223
2904;100;239
2905;100;235
2906;100;234
2907;100;225
2908;100;224
2909;100;233
2910;100;227
2911;100;229
2912;100;235
2913;100;231
2914;100;234
2915;100;241
2916;100;230
2917;100;235
2918;100;238
2919;100;224
2920;100;223
2921;100;231
2922;100;233
2923;100;238
2924;100;228
2925;100;235
2926;100;238
2927;100;232
2928;100;232
2929;100;226
2930;100;233
2931;100;232
2932;100;225
2933;100;230
2934;100;221
2935;100;231
2936;100;238
2937;100;236
2938;100;231
2939;100;240
2940;100;232
2941;100;237
2942;100;231
2943;100;224
2944;100;221
2945;100;222
2946;100;227
2947;100;236
2948;100;238
2949;100;220
2950;100;235
2951;100;231
2952;100;227
2953;100;240
2954;100;238
2955;100;237
2956;100;233
2957;100;228
2958;100;233
2959;100;229
2960;100;232
2961;100;229
2962;100;233
2963;100;230
2964;100;228
2965;100;227
2966;100;240
2967;100;236
2968;100;231
2969;100;230
2970;100;219
2971;100;231
2972;100;238
2973;100;239
2974;100;234
2975;100;235
2976;100;226
2977;100;238
2978;100;242
2979;100;227
2980;100;231
2981;100;224
2982;100;239
2983;100;232
2984;100;219
2985;100;226
2986;100;235
2987;100;228
2988;100;234
2989;100;228
2990;100;229
2991;100;231
2992;100;226
2993;100;227
2994;100;223
2995;100;236
2996;100;222
2997;100;227
2998;100;224
2999;100;238
3000;100;236
3001;100;231
3002;100;240
3003;100;229
3004;100;235
3005;100;236
3006;100;225
3007;100;233
3008;100;228
3009;100;232
3010;100;233
3011;100;236
3012;100;232
3013;100;235
3014;100;230
3015;100;232
3016;100;234
3017;100;228
3018;100;230
3019;100;235
3020;100;239
3021;100;234
3022;100;220
3023;100;225
3024;100;229
3025;100;223
3026;100;231
3027;100;232
3028;100;238
3029;100;233
3030;100;224
3031;100;232
3032;100;231
3033;100;237
3034;100;233
3035;100;233
3036;100;232
3037;100;228
3038;100;236
3039;100;231
3040;100;233
3041;100;241
3042;100;233
3043;100;232
3044;100;236
3045;100;239
3046;100;226
3047;100;232
3048;100;232
3049;100;238
3050;100;243
3051;100;228
3052;100;235
3053;100;231
3054;100;237
3055;100;229
3056;100;244
3057;100;231
3058;100;232
3059;100;216
3060;100;232
3061;100;233
3062;100;231
3063;100;236
3064;100;226
3065;100;229
3066;100;234
3067;100;235
3068;100;239
3069;100;234
3070;100;231
3071;100;231
3072;100;228
3073;100;241
3074;100;240
3075;100;227
3076;100;235
3077;100;239
3078;100;226
3079;100;225
3080;100;227
3081;100;226
3082;100;224
3083;100;222
3084;100;227
3085;100;234
3086;100;237
3087;100;228
3088;100;233
3089;100;217
3090;100;238
3091;100;238
3092;100;226
3093;100;229
3094;100;233
3095;100;235
3096;100;225
3097;100;227
3098;100;231
3099;100;234
3100;100;241
3101;100;228
3102;100;226
3103;100;241
3104;100;228
3105;100;234
3106;100;244
3107;100;235
3108;100;223
3109;100;233
3110;100;237
3111;100;242
3112;100;237
3113;100;233
3114;100;236
3115;100;229
3116;100;232
3117;100;241
3118;100;234
3119;100;232
3120;100;231
3121;100;223
3122;100;244
3123;100;237
3124;100;238
3125;100;245
3126;100;233
3127;100;246
3128;100;232
3129;100;236
3130;100;231
3131;100;227
3132;100;234
3133;100;235
3134;100;226
3135;100;235
3136;100;236
3137;100;232
3138;100;232
3139;100;233
3140;100;238
3141;100;235
3142;100;232
3143;100;238
3144;100;233
3145;100;236
3146;100;223
3147;100;236
3148;100;234
3149;100;226
3150;100;233
3151;100;227
3152;100;225
3153;100;231
3154;100;238
3155;100;234
3156;100;224
3157;100;233
3158;100;238
3159;100;239
3160;100;240
3161;100;228
3162;100;231
3163;100;237
3164;100;226
3165;100;236
3166;100;230
3167;100;234
3168;100;234
3169;100;225
3170;100;240
3171;100;232
3172;100;229
3173;100;238
3174;100;228
3175;100;227
3176;100;232
3177;100;230
3178;100;231
3179;100;241
3180;100;234
3181;100;225
3182;100;240
3183;100;231
3184;100;237
3185;100;229
3186;100;233
3187;100;242
3188;100;231
3189;100;231
3190;100;235
3191;100;228
3192;100;247
3193;100;232
3194;100;242
3195;100;239
3196;100;238
3197;100;236
3198;100;229
3199;100;231
3200;100;237
3201;100;246
3202;100;237
3203;100;239
3204;100;227
3205;100;236
3206;100;236
3207;100;244
3208;100;233
3209;100;223
3210;100;237
3211;100;244
3212;100;231
3213;100;236
3214;100;235
3215;100;221
3216;100;240
3217;100;233
3218;100;242
3219;100;230
3220;100;243
3221;100;237
3222;100;243
3223;100;227
3224;100;241
3225;100;226
3226;100;239
3227;100;232
3228;100;233
3229;100;231
3230;100;236
3231;100;237
3232;100;229
3233;100;232
3234;100;238
3235;100;244
3236;100;242
3237;100;231
3238;100;234
3239;100;245
3240;100;229
3241;100;234
3242;100;232
3243;100;233
3244;100;231
3245;100;248
3246;100;235
3247;100;230
3248;100;240
3249;100;239
3250;100;241
3251;100;239
3252;100;247
3253;100;235
3254;100;246
3255;100;245
3256;100;236
3257;100;236
3258;100;237
3259;100;240
3260;100;240
3261;100;245
3262;100;238
3263;100;237
3264;100;239
3265;100;230
3266;100;244
3267;100;232
3268;100;244
3269;100;255
3270;100;227
3271;100;239
3272;100;237
3273;100;243
3274;100;233
3275;100;231
3276;100;237
3277;100;231
3278;100;246
3279;100;243
3280;100;235
3281;100;238
3282;100;246
3283;100;234
3284;100;241
3285;100;227
3286;100;230
3287;100;240
3288;100;243
3289;100;241
3290;100;239
3291;100;238
3292;100;239
3293;100;235
3294;100;227
3295;100;225
3296;100;232
3297;100;236
3298;100;233
3299;100;236
3300;100;243
3301;100;242
3302;100;229
3303;100;241
3304;100;236
3305;100;235
3306;100;234
3307;100;242
3308;100;245
3309;100;239
3310;100;237
3311;100;246
3312;100;235
3313;100;244
3314;100;231
3315;100;240
3316;100;243
3317;100;234
3318;100;235
3319;100;244
3320;100;242
3321;100;235
3322;100;238
3323;100;232
3324;100;247
3325;100;236
3326;100;242
3327;100;235
3328;100;245
3329;100;235
3330;100;241
3331;100;236
3332;100;224
3333;100;238
3334;100;227
3335;100;241
3336;100;242
3337;100;236
3338;100;229
3339;100;237
3340;100;240
3341;100;239
3342;100;232
3343;100;241
3344;100;239
3345;100;235
3346;100;242
3347;100;234
3348;100;241
3349;100;247
3350;100;247
3351;100;244
3352;100;250
3353;100;241
3354;100;225
3355;100;234
3356;100;238
3357;100;234
3358;100;254
3359;100;232
3360;100;240
3361;100;227
3362;100;240
3363;100;225
3364;100;238
3365;100;242
3366;100;224
3367;100;239
3368;100;233
3369;100;228
3370;100;240
3371;100;244
3372;100;246
3373;100;236
3374;100;237
3375;100;238
3376;100;241
3377;100;235
3378;100;235
3379;100;237
3380;100;242
3381;100;238
3382;100;237
3383;100;260
3384;100;246
3385;100;231
3386;100;243
3387;100;238
3388;100;238
3389;100;236
3390;100;236
3391;100;240
3392;100;241
3393;100;240
3394;100;235
3395;100;231
3396;100;239
3397;100;245
3398;100;236
3399;100;225
3400;100;237
3401;100;243
3402;100;240
3403;100;236
3404;100;239
3405;100;238
3406;100;242
3407;100;235
3408;100;237
3409;100;240
3410;100;244
3411;100;235
3412;100;238
3413;100;232
3414;100;240
3415;100;245
3416;100;241
3417;100;244
3418;100;241
3419;100;241
3420;100;254
3421;100;241
3422;100;250
3423;100;253
3424;100;242
3425;100;235
3426;100;254
3427;100;232
3428;100;240
3429;100;247
3430;100;237
3431;100;240
3432;100;247
3433;100;237
3434;100;236
3435;100;232
3436;100;240
3437;100;249
3438;100;249
3439;100;244
3440;100;241
3441;100;254
3442;100;240
3443;100;241
3444;100;237
3445;100;246
3446;100;246
3447;100;240
3448;100;236
3449;100;243
3450;100;238
3451;100;229
3452;100;239
3453;100;241
3454;100;242
3455;100;240
3456;100;240
3457;100;246
3458;100;242
3459;100;235
3460;100;242
3461;100;235
3462;100;240
3463;100;241
3464;100;243
3465;100;232
3466;100;229
3467;100;241
3468;100;249
3469;100;236
3470;100;236
3471;100;235
3472;100;233
3473;100;239
3474;100;244
3475;100;239
3476;100;249
3477;100;245
3478;100;243
3479;100;235
3480;100;237
3481;100;237
3482;100;238
3483;100;234
3484;100;252
3485;100;240
3486;100;240
3487;100;243
3488;100;249
3489;100;246
3490;100;239
3491;100;245
3492;100;246
3493;100;242
3494;100;249
3495;100;239
3496;100;243
3497;100;233
3498;100;242
3499;100;237
3500;100;232
3501;100;248
3502;100;243
3503;100;239
3504;100;237
3505;100;245
3506;100;241
3507;100;236
3508;100;233
3509;100;239
3510;100;230
3511;100;242
3512;100;242
3513;100;250
3514;100;249
3515;100;237
3516;100;236
3517;100;242
3518;100;231
3519;100;240
3520;100;245
3521;100;247
3522;100;243
3523;100;240
3524;100;238
3525;100;241
3526;100;246
3527;100;256
3528;100;243
3529;100;244
3530;100;241
3531;100;250
3532;100;245
3533;100;244
3534;100;235
3535;100;233
3536;100;236
3537;100;235
3538;100;234
3539;100;242
3540;100;238
3541;100;237
3542;100;239
3543;100;230
3544;100;232
3545;100;231
3546;100;236
3547;100;238
3548;100;250
3549;100;246
3550;100;240
3551;100;245
3552;100;236
3553;100;238
3554;100;239
3555;100;245
3556;100;252
3557;100;240
3558;100;241
3559;100;239
3560;100;248
3561;100;252
3562;100;237
3563;100;239
3564;100;253
3565;100;241
3566;100;256
3567;100;247
3568;100;242
3569;100;243
3570;100;239
3571;100;240
3572;100;243
3573;100;239
3574;100;241
3575;100;235
3576;100;247
3577;100;233
3578;100;241
3579;100;239
3580;100;254
3581;100;241
3582;100;243
3583;100;240
3584;100;250
3585;100;250
3586;100;237
3587;100;234
3588;100;230
3589;100;247
3590;100;253
3591;100;245
3592;100;231
3593;100;249
3594;100;231
3595;100;243
3596;100;243
3597;100;238
3598;100;240
3599;100;252
3600;100;239
3601;100;243
3602;100;250
3603;100;235
3604;100;232
3605;100;242
3606;100;234
3607;100;232
3608;100;233
3609;100;237
3610;100;249
3611;100;245
3612;100;252
3613;100;235
3614;100;243
3615;100;247
3616;100;252
3617;100;257
3618;100;243
3619;100;251
3620;100;247
3621;100;250
3622;100;235
3623;100;238
3624;100;243
3625;100;245
3626;100;246
3627;100;238
3628;100;235
3629;100;242
3630;100;239
3631;100;245
3632;100;252
3633;100;243
3634;100;256
3635;100;249
3636;100;237
3637;100;243
3638;100;233
3639;100;253
3640;100;256
3641;100;243
3642;100;234
3643;100;235
3644;100;247
3645;100;244
3646;100;247
3647;100;250
3648;100;240
3649;100;242
3650;100;243
3651;100;243
3652;100;252
3653;100;255
3654;100;247
3655;100;236
3656;100;247
3657;100;248
3658;100;240
3659;100;239
3660;100;238
3661;100;237
3662;100;237
3663;100;251
3664;100;236
3665;100;245
3666;100;242
3667;100;236
3668;100;237
3669;100;250
3670;100;236
3671;100;248
3672;100;253
3673;100;238
3674;100;253
3675;100;248
3676;100;230
3677;100;241
3678;100;238
3679;100;248
3680;100;243
3681;100;252
3682;100;239
3683;100;245
3684;100;235
3685;100;245
3686;100;246
3687;100;243
3688;100;249
3689;100;246
3690;100;243
3691;100;248
3692;100;247
3693;100;251
3694;100;247
3695;100;242
3696;100;248
3697;100;234
3698;100;247
3699;100;249
3700;100;253
3701;100;236
3702;100;256
3703;100;231
3704;100;249
3705;100;254
3706;100;254
3707;100;255
3708;100;253
3709;100;246
3710;100;239
3711;100;246
3712;100;248
3713;100;247
3714;100;256
3715;100;258
3716;100;248
3717;100;232
3718;100;247
3719;100;239
3720;100;252
3721;100;248
3722;100;234
3723;100;235
3724;100;243
3725;100;232
3726;100;242
3727;100;239
3728;100;255
3729;100;239
3730;100;252
3731;100;250
3732;100;244
3733;100;245
3734;100;257
3735;100;238
3736;100;243
3737;100;243
3738;100;253
3739;100;249
3740;100;238
3741;100;242
3742;100;240
3743;100;244
3744;100;238
3745;100;237
3746;100;236
3747;100;249
3748;100;249
3749;100;240
3750;100;248
3751;100;245
3752;100;238
3753;100;236
3754;100;238
3755;100;239
3756;100;239
3757;100;257
3758;100;247
3759;100;241
3760;100;249
3761;100;243
3762;100;254
3763;100;250
3764;100;256
3765;100;244
3766;100;242
3767;100;247
3768;100;251
3769;100;240
3770;100;242
3771;100;238
3772;100;241
3773;100;239
3774;100;248
3775;100;244
3776;100;250
3777;100;248
3778;100;249
3779;100;253
3780;100;239
3781;100;249
3782;100;252
3783;100;252
3784;100;247
3785;100;249
3786;100;252
3787;100;256
3788;100;251
3789;100;230
3790;100;245
3791;100;243
3792;100;258
3793;100;249
3794;100;234
3795;100;246
3796;100;243
3797;100;244
3798;100;245
3799;100;250
3800;100;257
3801;100;244
3802;100;244
3803;100;256
3804;100;252
3805;100;244
3806;100;246
3807;100;242
3808;100;241
3809;100;251
3810;100;251
3811;100;253
3812;100;245
3813;100;245
3814;100;244
3815;100;252
3816;100;241
3817;100;249
3818;100;249
3819;100;250
3820;100;244
3821;100;248
3822;100;252
3823;100;255
3824;100;249
3825;100;255
3826;100;242
3827;100;248
3828;100;249
3829;100;247
3830;100;247
3831;100;248
3832;100;241
3833;100;247
3834;100;239
3835;100;255
3836;100;244
3837;100;241
3838;100;249
3839;100;253
3840;100;250
3841;100;255
3842;100;247
3843;100;259
3844;100;250
3845;100;244
3846;100;242
3847;100;240
3848;100;245
3849;100;249
3850;100;241
3851;100;250
3852;100;251
3853;100;238
3854;100;244
3855;100;237
3856;100;245
3857;100;239
3858;100;245
3859;100;248
3860;100;252
3861;100;239
3862;100;238
3863;100;248
3864;100;256
3865;100;245
3866;100;254
3867;100;245
3868;100;249
3869;100;250
3870;100;244
3871;100;247
3872;100;242
3873;100;244
3874;100;260
3875;100;252
3876;100;254
3877;100;238
3878;100;248
3879;100;247
3880;100;241
3881;100;249
3882;100;246
3883;100;243
3884;100;253
3885;100;236
3886;100;243
3887;100;237
3888;100;251
3889;100;237
3890;100;234
3891;100;246
3892;100;250
3893;100;243
3894;100;251
3895;100;263
3896;100;249
3897;100;249
3898;100;248
3899;100;248
3900;100;242
3901;100;246
3902;100;251
3903;100;251
3904;100;250
3905;100;243
3906;100;243
3907;100;246
3908;100;247
3909;100;238
3910;100;256
3911;100;247
3912;100;252
3913;100;252
3914;100;254
3915;100;239
3916;100;247
3917;100;243
3918;100;252
3919;100;250
3920;100;244
3921;100;255
3922;100;253
3923;100;255
3924;100;246
3925;100;246
3926;100;254
3927;100;270
3928;100;235
3929;100;241
3930;100;254
3931;100;245
3932;100;260
3933;100;240
3934;100;255
3935;100;248
3936;100;246
3937;100;239
3938;100;245
3939;100;245
3940;100;245
3941;100;241
3942;100;253
3943;100;253
3944;100;251
3945;100;240
3946;100;245
3947;100;249
3948;100;248
3949;100;240
3950;100;247
3951;100;247
3952;100;253
3953;100;241
3954;100;252
3955;100;236
3956;100;247
3957;100;246
3958;100;247
3959;100;258
3960;100;238
3961;100;240
3962;100;246
3963;100;253
3964;100;250
3965;100;250
3966;100;244
3967;100;253
3968;100;251
3969;100;250
3970;100;248
3971;100;248
3972;100;249
3973;100;256
3974;100;246
3975;100;247
3976;100;243
3977;100;252
3978;100;251
3979;100;242
3980;100;250
3981;100;243
3982;100;250
3983;100;247
3984;100;249
3985;100;247
3986;100;247
3987;100;235
3988;100;244
3989;100;263
3990;100;253
3991;100;251
3992;100;253
3993;100;243
3994;100;243
3995;100;254
3996;100;265
3997;100;246
3998;100;253
3999;100;253
4000;100;256
4001;100;248
4002;100;243
4003;100;245
4004;100;249
4005;100;247
4006;100;243
4007;100;247
4008;100;250
4009;100;247
4010;100;250
4011;100;244
4012;100;251
4013;100;251
4014;100;258
4015;100;254
4016;100;245
4017;100;265
4018;100;249
4019;100;244
4020;100;244
4021;100;243
4022;100;254
4023;100;251
4024;100;248
4025;100;246
4026;100;241
4027;100;255
4028;100;249
4029;100;258
4030;100;245
4031;100;239
4032;100;254
4033;100;260
4034;100;254
4035;100;243
4036;100;244
4037;100;244
4038;100;245
4039;100;246
4040;100;250
4041;100;254
4042;100;249
4043;100;249
4044;100;261
4045;100;252
4046;100;241
4047;100;254
4048;100;261
4049;100;259
4050;100;247
4051;100;260
4052;100;245
4053;100;256
4054;100;246
4055;100;244
4056;100;260
4057;100;250
4058;100;251
4059;100;250
4060;100;249
4061;100;248
4062;100;255
4063;100;242
4064;100;244
4065;100;252
4066;100;252
4067;100;248
4068;100;257
4069;100;252
4070;100;256
4071;100;255
4072;100;245
4073;100;237
4074;100;248
4075;100;250
4076;100;255
4077;100;240
4078;100;255
4079;100;250
4080;100;254
4081;100;240
4082;100;262
4083;100;248
4084;100;253
4085;100;248
4086;100;255
4087;100;242
4088;100;241
4089;100;250
4090;100;248
4091;100;253
4092;100;251
4093;100;258
4094;100;261
4095;100;265
4096;100;242
4097;100;256
4098;100;257
4099;100;257
4100;100;257
4101;100;252
4102;100;244
4103;100;240
4104;100;258
4105;100;258
4106;100;260
4107;100;249
4108;100;253
4109;100;251
4110;100;243
4111;100;245
4112;100;251
4113;100;256
4114;100;248
4115;100;254
4116;100;239
4117;100;250
4118;100;247
4119;100;259
4120;100;253
4121;100;247
4122;100;260
4123;100;254
4124;100;254
4125;100;256
4126;100;252
4127;100;265
4128;100;245
4129;100;249
4130;100;251
4131;100;251
4132;100;254
4133;100;254
4134;100;256
4135;100;257
