n;k;m
2139;100;255
2140;100;255
2141;100;255
2142;100;255
2143;100;255
2144;100;255
2145;100;255
2146;100;255
2147;100;255
2148;100;255
2149;100;255
2150;100;255
2151;100;255
2152;100;255
2153;100;255
2154;100;255
2155;100;255
2156;100;255
2157;100;255
2158;100;255
2159;100;255
2160;100;255
2161;100;255
2162;100;255
2163;100;255
2164;100;255
2165;100;255
2166;100;255
2167;100;255
2168;100;255
2169;100;255
2170;100;255
2171;100;255
2172;100;255
2173;100;255
2174;100;255
2175;100;255
2176;100;255
2177;100;255
2178;100;255
2179;100;255
2180;100;255
2181;100;255
2182;100;255
2183;100;255
2184;100;255
2185;100;255
2186;100;255
2187;100;255
2188;100;255
2189;100;255
2190;100;255
2191;100;255
2192;100;255
2193;100;255
2194;100;255
2195;100;255
2196;100;255
2197;100;255
2198;100;255
2199;100;255
2200;100;255
2201;100;255
2202;100;255
2203;100;255
2204;100;255
2205;100;255
2206;100;255
2207;100;255
2208;100;255
2209;100;255
2210;100;255
2211;100;255
2212;100;255
2213;100;255
2214;100;255
2215;100;255
2216;100;255
2217;100;255
2218;100;255
2219;100;255
2220;100;255
2221;100;255
2222;100;255
2223;100;255
2224;100;255
2225;100;255
2226;100;255
2227;100;255
2228;100;255
2229;100;255
2230;100;255
2231;100;255
2232;100;255
2233;100;255
2234;100;255
2235;100;255
2236;100;255
2237;100;255
2238;100;255
2239;100;255
2240;100;255
2241;100;255
2242;100;255
2243;100;255
2244;100;255
2245;100;255
2246;100;255
2247;100;255
2248;100;255
2249;100;255
2250;100;255
2251;100;255
2252;100;255
2253;100;255
2254;100;255
2255;100;255
2256;100;255
2257;100;255
2258;100;255
2259;100;255
2260;100;255
2261;100;255
2262;100;255
2263;100;255
2264;100;255
2265;100;255
2266;100;255
2267;100;255
2268;100;255
2269;100;255
2270;100;255
2271;100;255
2272;100;255
2273;100;255
2274;100;255
2275;100;255
2276;100;255
2277;100;255
2278;100;255
2279;100;255
2280;100;255
2281;100;255
2282;100;255
2283;100;255
2284;100;255
2285;100;255
2286;100;255
2287;100;255
2288;100;255
2289;100;255
2290;100;255
2291;100;255
2292;100;255
2293;100;255
2294;100;255
2295;100;255
2296;100;255
2297;100;255
2298;100;255
2299;100;255
2300;100;255
2301;100;255
2302;100;255
2303;100;255
2304;100;255
2305;100;255
2306;100;255
2307;100;255
2308;100;255
2309;100;255
2310;100;255
2311;100;255
2312;100;255
2313;100;255
2314;100;255
2315;100;255
2316;100;255
2317;100;255
2318;100;253
2319;100;255
2320;100;255
2321;100;255
2322;100;255
2323;100;255
2324;100;255
2325;100;255
2326;100;255
2327;100;255
2328;100;255
2329;100;255
2330;100;255
2331;100;255
2332;100;255
2333;100;255
2334;100;255
2335;100;255
2336;100;255
2337;100;255
2338;100;255
2339;100;255
2340;100;255
2341;100;255
2342;100;255
2343;100;255
2344;100;255
2345;100;255
2346;100;255
2347;100;255
2348;100;255
2349;100;255
2350;100;255
2351;100;255
2352;100;255
2353;100;255
2354;100;255
2355;100;255
2356;100;255
2357;100;255
2358;100;255
2359;100;255
2360;100;255
2361;100;255
2362;100;255
2363;100;255
2364;100;255
2365;100;255
2366;100;255
2367;100;255
2368;100;255
2369;100;255
2370;100;255
2371;100;255
2372;100;255
2373;100;255
2374;100;255
2375;100;255
2376;100;255
2377;100;255
2378;100;255
2379;100;255
2380;100;255
2381;100;255
2382;100;255
2383;100;255
2384;100;255
2385;100;255
2386;100;255
2387;100;255
2388;100;255
2389;100;255
2390;100;255
2391;100;255
2392;100;255
2393;100;255
2394;100;255
2395;100;255
2396;100;255
2397;100;255
2398;100;255
2399;100;255
2400;100;255
2401;100;255
2402;100;255
2403;100;255
2404;100;255
2405;100;255
2406;100;255
2407;100;255
2408;100;255
2409;100;255
2410;100;255
2411;100;255
2412;100;255
2413;100;255
2414;100;255
2415;100;255
2416;100;255
2417;100;255
2418;100;255
2419;100;255
2420;100;255
2421;100;255
2422;100;255
2423;100;255
2424;100;255
2425;100;255
2426;100;255
2427;100;255
2428;100;255
2429;100;255
2430;100;255
2431;100;255
2432;100;255
2433;100;255
2434;100;255
2435;100;255
2436;100;255
2437;100;255
2438;100;255
2439;100;255
2440;100;255
2441;100;255
2442;100;255
2443;100;255
2444;100;255
2445;100;255
2446;100;255
2447;100;255
2448;100;255
2449;100;255
2450;100;255
2451;100;255
2452;100;255
2453;100;255
2454;100;255
2455;100;255
2456;100;255
2457;100;255
2458;100;255
2459;100;255
2460;100;255
2461;100;255
2462;100;255
2463;100;255
2464;100;255
2465;100;255
2466;100;255
2467;100;255
2468;100;255
2469;100;255
2470;100;255
2471;100;255
2472;100;255
2473;100;255
2474;100;255
2475;100;255
2476;100;255
2477;100;255
2478;100;255
2479;100;255
2480;100;255
2481;100;255
2482;100;255
2483;100;255
2484;100;255
2485;100;255
2486;100;255
2487;100;255
2488;100;255
2489;100;255
2490;100;255
2491;100;255
2492;100;255
2493;100;255
2494;100;255
2495;100;255
2496;100;255
2497;100;255
2498;100;255
2499;100;255
2500;100;255
2501;100;255
2502;100;255
2503;100;255
2504;100;255
2505;100;255
2506;100;255
2507;100;255
2508;100;255
2509;100;255
2510;100;255
2511;100;255
2512;100;253
2513;100;255
2514;100;255
2515;100;255
2516;100;255
2517;100;255
2518;100;255
2519;100;255
2520;100;255
2521;100;255
2522;100;255
2523;100;255
2524;100;255
2525;100;255
2526;100;255
2527;100;255
2528;100;255
2529;100;255
2530;100;255
2531;100;255
2532;100;255
2533;100;255
2534;100;255
2535;100;255
2536;100;255
2537;100;255
2538;100;255
2539;100;255
2540;100;255
2541;100;255
2542;100;255
2543;100;255
2544;100;255
2545;100;255
2546;100;255
2547;100;255
2548;100;255
2549;100;255
2550;100;255
2551;100;255
2552;100;255
2553;100;255
2554;100;255
2555;100;255
2556;100;255
2557;100;255
2558;100;255
2559;100;255
2560;100;255
2561;100;255
2562;100;255
2563;100;255
2564;100;255
2565;100;255
2566;100;255
2567;100;255
2568;100;255
2569;100;255
2570;100;255
2571;100;255
2572;100;255
2573;100;255
2574;100;255
2575;100;255
2576;100;255
2577;100;255
2578;100;255
2579;100;255
2580;100;255
2581;100;255
2582;100;255
2583;100;255
2584;100;255
2585;100;255
2586;100;255
2587;100;255
2588;100;255
2589;100;255
2590;100;255
2591;100;255
2592;100;255
2593;100;255
2594;100;255
2595;100;255
2596;100;255
2597;100;255
2598;100;255
2599;100;255
2600;100;255
2601;100;255
2602;100;255
2603;100;255
2604;100;255
2605;100;255
2606;100;255
2607;100;255
2608;100;255
2609;100;255
2610;100;255
2611;100;255
2612;100;255
2613;100;255
2614;100;255
2615;100;255
2616;100;255
2617;100;255
2618;100;255
2619;100;255
2620;100;255
2621;100;255
2622;100;255
2623;100;255
2624;100;255
2625;100;255
2626;100;255
2627;100;255
2628;100;255
2629;100;255
2630;100;255
2631;100;255
2632;100;255
2633;100;255
2634;100;255
2635;100;255
2636;100;255
2637;100;255
2638;100;255
2639;100;255
2640;100;255
2641;100;255
2642;100;255
2643;100;255
2644;100;255
2645;100;255
2646;100;255
2647;100;255
2648;100;255
2649;100;255
2650;100;255
2651;100;255
2652;100;255
2653;100;255
2654;100;255
2655;100;255
2656;100;255
2657;100;255
2658;100;255
2659;100;255
2660;100;255
2661;100;255
2662;100;255
2663;100;255
2664;100;255
2665;100;255
2666;100;255
2667;100;255
2668;100;255
2669;100;255
2670;100;255
2671;100;255
2672;100;255
2673;100;255
2674;100;255
2675;100;255
2676;100;255
2677;100;255
2678;100;255
2679;100;255
2680;100;255
2681;100;255
2682;100;255
2683;100;255
2684;100;255
2685;100;255
2686;100;255
2687;100;255
2688;100;255
2689;100;255
2690;100;255
2691;100;255
2692;100;255
2693;100;255
2694;100;255
2695;100;255
2696;100;255
2697;100;255
2698;100;255
2699;100;255
2700;100;255
2701;100;255
2702;100;255
2703;100;255
2704;100;255
2705;100;255
2706;100;255
2707;100;255
2708;100;255
2709;100;255
2710;100;255
2711;100;255
2712;100;255
2713;100;255
2714;100;255
2715;100;255
2716;100;255
2717;100;255
2718;100;255
2719;100;255
2720;100;255
2721;100;255
2722;100;255
2723;100;255
2724;100;255
2725;100;255
2726;100;255
2727;100;255
2728;100;255
2729;100;255
2730;100;255
2731;100;255
2732;100;255
2733;100;255
2734;100;255
2735;100;255
2736;100;255
2737;100;255
2738;100;255
2739;100;255
2740;100;255
2741;100;255
2742;100;255
2743;100;255
2744;100;255
2745;100;255
2746;100;255
2747;100;255
2748;100;255
2749;100;255
2750;100;255
2751;100;255
2752;100;255
2753;100;255
2754;100;255
2755;100;255
2756;100;255
2757;100;255
2758;100;255
2759;100;255
2760;100;255
2761;100;255
2762;100;255
2763;100;255
2764;100;255
2765;100;255
2766;100;255
2767;100;255
2768;100;255
2769;100;255
2770;100;255
2771;100;255
2772;100;255
2773;100;255
2774;100;255
2775;100;255
2776;100;255
2777;100;255
2778;100;255
2779;100;255
2780;100;255
2781;100;255
2782;100;255
2783;100;255
2784;100;255
2785;100;255
2786;100;255
2787;100;255
2788;100;255
2789;100;255
2790;100;255
2791;100;255
2792;100;255
2793;100;255
2794;100;255
2795;100;255
2796;100;255
2797;100;255
2798;100;255
2799;100;255
2800;100;255
2801;100;255
2802;100;255
2803;100;255
2804;100;255
2805;100;255
2806;100;255
2807;100;255
2808;100;255
2809;100;255
2810;100;255
2811;100;255
2812;100;255
2813;100;255
2814;100;255
2815;100;255
2816;100;255
2817;100;255
2818;100;255
2819;100;255
2820;100;255
2821;100;255
2822;100;255
2823;100;255
2824;100;255
2825;100;255
2826;100;255
2827;100;255
2828;100;255
2829;100;255
2830;100;255
2831;100;255
2832;100;255
2833;100;255
2834;100;255
2835;100;255
2836;100;255
2837;100;255
2838;100;255
2839;100;255
2840;100;255
2841;100;255
2842;100;255
2843;100;255
2844;100;255
2845;100;255
2846;100;255
2847;100;255
2848;100;255
2849;100;255
2850;100;255
2851;100;255
2852;100;255
2853;100;255
2854;100;255
2855;100;255
2856;100;255
2857;100;255
2858;100;255
2859;100;255
2860;100;255
2861;100;255
2862;100;255
2863;100;255
2864;100;255
2865;100;255
2866;100;255
2867;100;255
2868;100;255
2869;100;255
2870;100;253
2871;100;255
2872;100;255
2873;100;255
2874;100;255
2875;100;255
2876;100;255
2877;100;255
2878;100;255
2879;100;255
2880;100;255
2881;100;255
2882;100;255
2883;100;255
2884;100;255
2885;100;255
2886;100;255
2887;100;255
2888;100;255
2889;100;255
2890;100;255
2891;100;255
2892;100;255
2893;100;255
2894;100;255
2895;100;255
2896;100;255
2897;100;255
2898;100;255
2899;100;255
2900;100;255
2901;100;255
2902;100;255
2903;100;255
2904;100;255
2905;100;255
2906;100;255
2907;100;255
2908;100;255
2909;100;255
2910;100;255
2911;100;255
2912;100;255
2913;100;255
2914;100;255
2915;100;255
2916;100;255
2917;100;255
2918;100;255
2919;100;255
2920;100;255
2921;100;255
2922;100;255
2923;100;255
2924;100;255
2925;100;255
2926;100;255
2927;100;255
2928;100;255
2929;100;255
2930;100;255
2931;100;255
2932;100;255
2933;100;255
2934;100;255
2935;100;255
2936;100;255
2937;100;255
2938;100;255
2939;100;255
2940;100;255
2941;100;255
2942;100;255
2943;100;255
2944;100;255
2945;100;255
2946;100;255
2947;100;255
2948;100;255
2949;100;255
2950;100;255
2951;100;255
2952;100;255
2953;100;255
2954;100;255
2955;100;255
2956;100;255
2957;100;255
2958;100;255
2959;100;255
2960;100;255
2961;100;255
2962;100;255
2963;100;255
2964;100;255
2965;100;255
2966;100;255
2967;100;255
2968;100;255
2969;100;255
2970;100;255
2971;100;255
2972;100;255
2973;100;255
2974;100;255
2975;100;255
2976;100;255
2977;100;255
2978;100;255
2979;100;255
2980;100;255
2981;100;255
2982;100;255
2983;100;255
2984;100;255
2985;100;255
2986;100;255
2987;100;255
2988;100;255
2989;100;255
2990;100;255
2991;100;255
2992;100;255
2993;100;255
2994;100;255
2995;100;255
2996;100;255
2997;100;255
2998;100;255
2999;100;255
3000;100;255
3001;100;255
3002;100;255
3003;100;255
3004;100;255
3005;100;255
3006;100;255
3007;100;255
3008;100;255
3009;100;255
3010;100;255
3011;100;255
3012;100;255
3013;100;255
3014;100;255
3015;100;255
3016;100;255
3017;100;255
3018;100;255
3019;100;255
3020;100;255
3021;100;255
3022;100;255
3023;100;255
3024;100;255
3025;100;255
3026;100;255
3027;100;255
3028;100;255
3029;100;255
3030;100;255
3031;100;255
3032;100;255
3033;100;255
3034;100;255
3035;100;255
3036;100;255
3037;100;255
3038;100;255
3039;100;255
3040;100;255
3041;100;255
3042;100;255
3043;100;255
3044;100;255
3045;100;255
3046;100;255
3047;100;255
3048;100;255
3049;100;255
3050;100;255
3051;100;255
3052;100;255
3053;100;255
3054;100;255
3055;100;255
3056;100;255
3057;100;255
3058;100;255
3059;100;255
3060;100;255
3061;100;255
3062;100;255
3063;100;255
3064;100;255
3065;100;255
3066;100;255
3067;100;255
3068;100;255
3069;100;255
3070;100;255
3071;100;255
3072;100;255
3073;100;255
3074;100;255
3075;100;255
3076;100;255
3077;100;255
3078;100;255
3079;100;255
3080;100;255
3081;100;255
3082;100;255
3083;100;255
3084;100;255
3085;100;255
3086;100;255
3087;100;255
3088;100;255
3089;100;255
3090;100;255
3091;100;255
3092;100;255
3093;100;255
3094;100;255
3095;100;255
3096;100;255
3097;100;255
3098;100;255
3099;100;255
3100;100;255
3101;100;255
3102;100;255
3103;100;255
3104;100;255
3105;100;255
3106;100;255
3107;100;255
3108;100;255
3109;100;255
3110;100;255
3111;100;255
3112;100;255
3113;100;255
3114;100;255
3115;100;255
3116;100;255
3117;100;255
3118;100;255
3119;100;255
3120;100;255
3121;100;255
3122;100;255
3123;100;255
3124;100;255
3125;100;255
3126;100;255
3127;100;255
3128;100;255
3129;100;255
3130;100;255
3131;100;255
3132;100;255
3133;100;255
3134;100;255
3135;100;255
3136;100;255
3137;100;255
3138;100;255
3139;100;255
3140;100;255
3141;100;255
3142;100;255
3143;100;255
3144;100;255
3145;100;255
3146;100;255
3147;100;255
3148;100;255
3149;100;255
3150;100;255
3151;100;255
3152;100;255
3153;100;255
3154;100;255
3155;100;255
3156;100;255
3157;100;255
3158;100;255
3159;100;255
3160;100;255
3161;100;255
3162;100;255
3163;100;255
3164;100;255
3165;100;255
3166;100;255
3167;100;255
3168;100;255
3169;100;255
3170;100;255
3171;100;255
3172;100;255
3173;100;255
3174;100;255
3175;100;255
3176;100;255
3177;100;255
3178;100;255
3179;100;255
3180;100;255
3181;100;255
3182;100;255
3183;100;255
3184;100;255
3185;100;255
3186;100;255
3187;100;255
3188;100;255
3189;100;255
3190;100;255
3191;100;255
3192;100;255
3193;100;255
3194;100;255
3195;100;255
3196;100;255
3197;100;255
3198;100;255
3199;100;255
3200;100;255
3201;100;255
3202;100;255
3203;100;255
3204;100;255
3205;100;255
3206;100;255
3207;100;255
3208;100;255
3209;100;255
3210;100;255
3211;100;255
3212;100;255
3213;100;255
3214;100;255
3215;100;255
3216;100;255
3217;100;255
3218;100;255
3219;100;255
3220;100;255
3221;100;255
3222;100;255
3223;100;255
3224;100;255
3225;100;255
3226;100;255
3227;100;255
3228;100;255
3229;100;255
3230;100;255
3231;100;255
3232;100;255
3233;100;255
3234;100;255
3235;100;255
3236;100;255
3237;100;255
3238;100;255
3239;100;255
3240;100;255
3241;100;255
3242;100;255
3243;100;255
3244;100;255
3245;100;255
3246;100;255
3247;100;255
3248;100;255
3249;100;255
3250;100;255
3251;100;255
3252;100;255
3253;100;255
3254;100;255
3255;100;255
3256;100;255
3257;100;255
3258;100;255
3259;100;255
3260;100;255
3261;100;255
3262;100;255
3263;100;255
3264;100;255
3265;100;255
3266;100;255
3267;100;255
3268;100;255
3269;100;255
3270;100;255
3271;100;255
3272;100;255
3273;100;255
3274;100;255
3275;100;255
3276;100;255
3277;100;255
3278;100;255
3279;100;255
3280;100;255
3281;100;255
3282;100;255
3283;100;255
3284;100;255
3285;100;255
3286;100;255
3287;100;255
3288;100;255
3289;100;255
3290;100;255
3291;100;255
3292;100;255
3293;100;255
3294;100;255
3295;100;255
3296;100;255
3297;100;255
3298;100;255
3299;100;255
3300;100;255
3301;100;255
3302;100;255
3303;100;255
3304;100;255
3305;100;255
3306;100;255
3307;100;255
3308;100;255
3309;100;255
3310;100;255
3311;100;255
3312;100;255
3313;100;255
3314;100;255
3315;100;255
3316;100;255
3317;100;255
3318;100;255
3319;100;255
3320;100;255
3321;100;255
3322;100;255
3323;100;255
3324;100;255
3325;100;255
3326;100;255
3327;100;255
3328;100;255
3329;100;255
3330;100;255
3331;100;255
3332;100;255
3333;100;255
3334;100;255
3335;100;255
3336;100;255
3337;100;255
3338;100;255
3339;100;255
3340;100;255
3341;100;255
3342;100;255
3343;100;255
3344;100;255
3345;100;255
3346;100;255
3347;100;255
3348;100;255
3349;100;255
3350;100;255
3351;100;255
3352;100;255
3353;100;255
3354;100;255
3355;100;255
3356;100;255
3357;100;255
3358;100;255
3359;100;255
3360;100;255
3361;100;255
3362;100;255
3363;100;255
3364;100;255
3365;100;255
3366;100;255
3367;100;255
3368;100;255
3369;100;255
3370;100;255
3371;100;255
3372;100;255
3373;100;255
3374;100;255
3375;100;255
3376;100;255
3377;100;255
3378;100;255
3379;100;255
3380;100;255
3381;100;255
3382;100;255
3383;100;255
3384;100;255
3385;100;255
3386;100;255
3387;100;255
3388;100;255
3389;100;255
3390;100;255
3391;100;255
3392;100;255
3393;100;255
3394;100;255
3395;100;255
3396;100;255
3397;100;255
3398;100;255
3399;100;255
3400;100;255
3401;100;255
3402;100;255
3403;100;255
3404;100;255
3405;100;255
3406;100;255
3407;100;255
3408;100;255
3409;100;255
3410;100;255
3411;100;255
3412;100;255
3413;100;255
3414;100;255
3415;100;255
3416;100;255
3417;100;255
3418;100;255
3419;100;255
3420;100;255
3421;100;255
3422;100;255
3423;100;255
3424;100;255
3425;100;255
3426;100;255
3427;100;255
3428;100;255
3429;100;255
3430;100;255
3431;100;255
3432;100;255
3433;100;255
3434;100;255
3435;100;255
3436;100;255
3437;100;255
3438;100;255
3439;100;255
3440;100;255
3441;100;255
3442;100;255
3443;100;255
3444;100;255
3445;100;255
3446;100;255
3447;100;255
3448;100;255
3449;100;255
3450;100;255
3451;100;255
3452;100;255
3453;100;255
3454;100;255
3455;100;255
3456;100;255
3457;100;255
3458;100;255
3459;100;255
3460;100;255
3461;100;255
3462;100;255
3463;100;255
3464;100;255
3465;100;255
3466;100;255
3467;100;255
3468;100;255
3469;100;255
3470;100;255
3471;100;255
3472;100;255
3473;100;255
3474;100;255
3475;100;255
3476;100;255
3477;100;255
3478;100;255
3479;100;255
3480;100;255
3481;100;255
3482;100;255
3483;100;255
3484;100;255
3485;100;255
3486;100;255
3487;100;255
3488;100;255
3489;100;255
3490;100;255
3491;100;255
3492;100;255
3493;100;255
3494;100;255
3495;100;255
3496;100;255
3497;100;255
3498;100;255
3499;100;255
3500;100;255
3501;100;255
3502;100;255
3503;100;255
3504;100;255
3505;100;255
3506;100;255
3507;100;255
3508;100;255
3509;100;255
3510;100;255
3511;100;255
3512;100;255
3513;100;255
3514;100;255
3515;100;255
3516;100;255
3517;100;255
3518;100;255
3519;100;255
3520;100;255
3521;100;255
3522;100;255
3523;100;255
3524;100;255
3525;100;255
3526;100;255
3527;100;255
3528;100;255
3529;100;255
3530;100;255
3531;100;255
3532;100;255
3533;100;255
3534;100;255
3535;100;255
3536;100;255
3537;100;255
3538;100;255
3539;100;255
3540;100;255
3541;100;255
3542;100;255
3543;100;255
3544;100;255
3545;100;255
3546;100;255
3547;100;255
3548;100;255
3549;100;255
3550;100;255
3551;100;255
3552;100;255
3553;100;255
3554;100;255
3555;100;255
3556;100;255
3557;100;255
3558;100;255
3559;100;255
3560;100;255
3561;100;255
3562;100;255
3563;100;255
3564;100;255
3565;100;255
3566;100;255
3567;100;255
3568;100;255
3569;100;255
3570;100;255
3571;100;255
3572;100;255
3573;100;255
3574;100;255
3575;100;255
3576;100;255
3577;100;255
3578;100;255
3579;100;255
3580;100;255
3581;100;255
3582;100;255
3583;100;255
3584;100;255
3585;100;255
3586;100;255
3587;100;255
3588;100;255
3589;100;255
3590;100;255
3591;100;255
3592;100;255
3593;100;255
3594;100;255
3595;100;255
3596;100;255
3597;100;255
3598;100;255
3599;100;255
3600;100;255
3601;100;255
3602;100;255
3603;100;255
3604;100;255
3605;100;255
3606;100;255
3607;100;255
3608;100;255
3609;100;255
3610;100;255
3611;100;255
3612;100;255
3613;100;255
3614;100;255
3615;100;255
3616;100;255
3617;100;255
3618;100;255
3619;100;255
3620;100;255
3621;100;255
3622;100;255
3623;100;255
3624;100;255
3625;100;255
3626;100;255
3627;100;255
3628;100;255
3629;100;255
3630;100;255
3631;100;255
3632;100;255
3633;100;255
3634;100;255
3635;100;255
3636;100;255
3637;100;255
3638;100;255
3639;100;255
3640;100;255
3641;100;255
3642;100;255
3643;100;255
3644;100;255
3645;100;255
3646;100;255
3647;100;255
3648;100;255
3649;100;255
3650;100;255
3651;100;255
3652;100;255
3653;100;255
3654;100;255
3655;100;255
3656;100;255
3657;100;255
3658;100;255
3659;100;255
3660;100;255
3661;100;255
3662;100;255
3663;100;255
3664;100;255
3665;100;255
3666;100;255
3667;100;255
3668;100;255
3669;100;255
3670;100;255
3671;100;255
3672;100;255
3673;100;255
3674;100;255
3675;100;255
3676;100;255
3677;100;255
3678;100;255
3679;100;255
3680;100;255
3681;100;255
3682;100;255
3683;100;255
3684;100;255
3685;100;255
3686;100;255
3687;100;255
3688;100;255
3689;100;255
3690;100;255
3691;100;255
3692;100;255
3693;100;255
3694;100;255
3695;100;255
3696;100;255
3697;100;255
3698;100;255
3699;100;255
3700;100;255
3701;100;255
3702;100;255
3703;100;255
3704;100;255
3705;100;255
3706;100;255
3707;100;255
3708;100;255
3709;100;255
3710;100;255
3711;100;255
3712;100;255
3713;100;255
3714;100;255
3715;100;255
3716;100;255
3717;100;255
3718;100;255
3719;100;255
3720;100;255
3721;100;255
3722;100;255
3723;100;255
3724;100;255
3725;100;255
3726;100;255
3727;100;255
3728;100;255
3729;100;255
3730;100;255
3731;100;255
3732;100;255
3733;100;255
3734;100;255
3735;100;255
3736;100;255
3737;100;255
3738;100;255
3739;100;255
3740;100;255
3741;100;255
3742;100;255
3743;100;255
3744;100;255
3745;100;255
3746;100;255
3747;100;255
3748;100;255
3749;100;255
3750;100;255
3751;100;255
3752;100;255
3753;100;255
3754;100;255
3755;100;255
3756;100;255
3757;100;255
3758;100;255
3759;100;255
3760;100;255
3761;100;255
3762;100;255
3763;100;255
3764;100;255
3765;100;255
3766;100;255
3767;100;255
3768;100;255
3769;100;255
3770;100;255
3771;100;255
3772;100;255
3773;100;255
3774;100;255
3775;100;255
3776;100;255
3777;100;255
3778;100;255
3779;100;255
3780;100;255
3781;100;255
3782;100;255
3783;100;255
3784;100;255
3785;100;255
3786;100;255
3787;100;255
3788;100;255
3789;100;255
3790;100;255
3791;100;255
3792;100;255
3793;100;255
3794;100;255
3795;100;255
3796;100;255
3797;100;255
3798;100;255
3799;100;255
3800;100;255
3801;100;255
3802;100;255
3803;100;255
3804;100;255
3805;100;255
3806;100;255
3807;100;255
3808;100;255
3809;100;255
3810;100;255
3811;100;255
3812;100;255
3813;100;255
3814;100;255
3815;100;255
3816;100;255
3817;100;255
3818;100;255
3819;100;255
3820;100;255
3821;100;255
3822;100;255
3823;100;255
3824;100;255
3825;100;255
3826;100;255
3827;100;255
3828;100;255
3829;100;255
3830;100;255
3831;100;255
3832;100;255
3833;100;255
3834;100;255
3835;100;255
3836;100;255
3837;100;255
3838;100;255
3839;100;255
3840;100;255
3841;100;255
3842;100;255
3843;100;255
3844;100;255
3845;100;255
3846;100;255
3847;100;255
3848;100;255
3849;100;255
3850;100;255
3851;100;255
3852;100;255
3853;100;255
3854;100;255
3855;100;255
3856;100;255
3857;100;255
3858;100;255
3859;100;255
3860;100;255
3861;100;255
3862;100;255
3863;100;255
3864;100;255
3865;100;255
3866;100;255
3867;100;255
3868;100;255
3869;100;255
3870;100;255
3871;100;255
3872;100;255
3873;100;255
3874;100;255
3875;100;255
3876;100;255
3877;100;255
3878;100;255
3879;100;255
3880;100;255
3881;100;255
3882;100;255
3883;100;255
3884;100;255
3885;100;255
3886;100;255
3887;100;255
3888;100;255
3889;100;255
3890;100;255
3891;100;255
3892;100;255
3893;100;255
3894;100;255
3895;100;255
3896;100;255
3897;100;255
3898;100;255
3899;100;255
3900;100;255
3901;100;255
3902;100;255
3903;100;255
3904;100;255
3905;100;255
3906;100;255
3907;100;255
3908;100;255
3909;100;255
3910;100;255
3911;100;255
3912;100;255
3913;100;255
3914;100;255
3915;100;255
3916;100;255
3917;100;255
3918;100;255
3919;100;255
3920;100;255
3921;100;255
3922;100;255
3923;100;255
3924;100;255
3925;100;255
3926;100;255
3927;100;255
3928;100;255
3929;100;255
3930;100;255
3931;100;255
3932;100;255
3933;100;255
3934;100;255
3935;100;255
3936;100;255
3937;100;255
3938;100;255
3939;100;255
3940;100;255
3941;100;255
3942;100;255
3943;100;255
3944;100;255
3945;100;255
3946;100;255
3947;100;255
3948;100;255
3949;100;255
3950;100;255
3951;100;255
3952;100;255
3953;100;255
3954;100;255
3955;100;255
3956;100;255
3957;100;255
3958;100;255
3959;100;255
3960;100;255
3961;100;255
3962;100;255
3963;100;255
3964;100;255
3965;100;255
3966;100;255
3967;100;255
3968;100;255
3969;100;255
3970;100;255
3971;100;255
3972;100;255
3973;100;255
3974;100;255
3975;100;255
3976;100;255
3977;100;255
3978;100;255
3979;100;255
3980;100;255
3981;100;255
3982;100;255
3983;100;255
3984;100;255
3985;100;255
3986;100;255
3987;100;255
3988;100;255
3989;100;255
3990;100;255
3991;100;255
3992;100;255
3993;100;255
3994;100;255
3995;100;255
3996;100;255
3997;100;255
3998;100;255
3999;100;255
4000;100;255
4001;100;255
4002;100;255
4003;100;255
4004;100;255
4005;100;255
4006;100;255
4007;100;255
4008;100;255
4009;100;255
4010;100;255
4011;100;255
4012;100;255
4013;100;255
4014;100;255
4015;100;255
4016;100;255
4017;100;255
4018;100;255
4019;100;255
4020;100;255
4021;100;255
4022;100;255
4023;100;255
4024;100;255
4025;100;255
4026;100;255
4027;100;255
4028;100;255
4029;100;255
4030;100;255
4031;100;255
4032;100;255
4033;100;255
4034;100;255
4035;100;255
4036;100;255
4037;100;255
4038;100;255
4039;100;255
4040;100;255
4041;100;255
4042;100;255
4043;100;255
4044;100;255
4045;100;255
4046;100;255
4047;100;255
4048;100;255
4049;100;255
4050;100;255
4051;100;255
4052;100;255
4053;100;255
4054;100;255
4055;100;255
4056;100;255
4057;100;255
4058;100;255
4059;100;255
4060;100;255
4061;100;255
4062;100;255
4063;100;255
4064;100;255
4065;100;255
4066;100;255
4067;100;255
4068;100;255
4069;100;255
4070;100;255
4071;100;255
4072;100;255
4073;100;255
4074;100;255
4075;100;255
4076;100;255
4077;100;255
4078;100;255
4079;100;255
4080;100;255
4081;100;255
4082;100;255
4083;100;255
4084;100;255
4085;100;255
4086;100;255
4087;100;255
4088;100;255
4089;100;255
4090;100;255
4091;100;255
4092;100;255
4093;100;255
4094;100;255
4095;100;255
4096;100;255
4097;100;255
4098;100;255
4099;100;255
4100;100;255
4101;100;255
4102;100;255
4103;100;255
4104;100;255
4105;100;255
4106;100;255
4107;100;255
4108;100;255
4109;100;255
4110;100;255
4111;100;255
4112;100;255
4113;100;255
4114;100;255
4115;100;255
4116;100;255
4117;100;255
4118;100;255
4119;100;255
4120;100;255
4121;100;255
4122;100;255
4123;100;255
4124;100;255
4125;100;255
4126;100;255
4127;100;255
4128;100;255
4129;100;255
4130;100;255
4131;100;255
4132;100;255
4133;100;255
4134;100;255
4135;100;255
4136;100;255
4137;100;255
