n;k;m
1909;100;7279
1910;100;6790
1911;100;7661
1912;100;6837
1913;100;7882
1914;100;7517
1915;100;6456
1916;100;8659
1917;100;7339
1918;100;9268
1919;100;7522
1920;100;6679
1921;100;6182
1922;100;5926
1923;100;7169
1924;100;8218
1925;100;6249
1926;100;7543
1927;100;7387
1928;100;7787
1929;100;7691
1930;100;8762
1931;100;7097
1932;100;7314
1933;100;8422
1934;100;6262
1935;100;6873
1936;100;8870
1937;100;8956
1938;100;8294
1939;100;8789
1940;100;7334
1941;100;6686
1942;100;7612
1943;100;7572
1944;100;8202
1945;100;7543
1946;100;8215
1947;100;8979
1948;100;7674
1949;100;8503
1950;100;7870
1951;100;7938
1952;100;7009
1953;100;6235
1954;100;7906
1955;100;6670
1956;100;7404
1957;100;7073
1958;100;8206
1959;100;8139
1960;100;7629
1961;100;9156
1962;100;7549
1963;100;6794
1964;100;8683
1965;100;7654
1966;100;8713
1967;100;8490
1968;100;7650
1969;100;7944
1970;100;7943
1971;100;9439
1972;100;7586
1973;100;7081
1974;100;8193
1975;100;7226
1976;100;8080
1977;100;8099
1978;100;7433
1979;100;6764
1980;100;7181
1981;100;8118
1982;100;8164
1983;100;7370
1984;100;6977
1985;100;8608
1986;100;9376
1987;100;9552
1988;100;7506
1989;100;8618
1990;100;7587
1991;100;7825
1992;100;7704
1993;100;8637
1994;100;7537
1995;100;7905
1996;100;8079
1997;100;7398
1998;100;7277
1999;100;8482
2000;100;8519
2001;100;7526
2002;100;6753
2003;100;6997
2004;100;7549
2005;100;7620
2006;100;6606
2007;100;8899
2008;100;7591
2009;100;7750
2010;100;7352
2011;100;8240
2012;100;9046
2013;100;8311
2014;100;6888
2015;100;7518
2016;100;8509
2017;100;8127
2018;100;6135
2019;100;7642
2020;100;7270
2021;100;7904
2022;100;8363
2023;100;7281
2024;100;8061
2025;100;7178
2026;100;8812
2027;100;7883
2028;100;9756
2029;100;6931
2030;100;9416
2031;100;7469
2032;100;6926
2033;100;6441
2034;100;8167
2035;100;9327
2036;100;8169
2037;100;7620
2038;100;10353
2039;100;7728
2040;100;8720
2041;100;8303
2042;100;6783
2043;100;8515
2044;100;8271
2045;100;7802
2046;100;7512
2047;100;8254
2048;100;6506
2049;100;7018
2050;100;7563
2051;100;6886
2052;100;7959
2053;100;10075
2054;100;8001
2055;100;8687
2056;100;7224
2057;100;8259
2058;100;8576
2059;100;7544
2060;100;9092
2061;100;8689
2062;100;6762
2063;100;9553
2064;100;7161
2065;100;9216
2066;100;8472
2067;100;7423
2068;100;7896
2069;100;7613
2070;100;8435
2071;100;8665
2072;100;8321
2073;100;8268
2074;100;7366
2075;100;8227
2076;100;9160
2077;100;8832
2078;100;8529
2079;100;8246
2080;100;8197
2081;100;7511
2082;100;6746
2083;100;7078
2084;100;8372
2085;100;8913
2086;100;6838
2087;100;6611
2088;100;9101
2089;100;8003
2090;100;7898
2091;100;7818
2092;100;8046
2093;100;8377
2094;100;8599
2095;100;6868
2096;100;6760
2097;100;9109
2098;100;6555
2099;100;7456
2100;100;8702
2101;100;7885
2102;100;7670
2103;100;8367
2104;100;9956
2105;100;8393
2106;100;8542
2107;100;8904
2108;100;7822
2109;100;7820
2110;100;8071
2111;100;7970
2112;100;7479
2113;100;8683
2114;100;8384
2115;100;9041
2116;100;7423
2117;100;9214
2118;100;8833
2119;100;9440
2120;100;8672
2121;100;8046
2122;100;7520
2123;100;6658
2124;100;9150
2125;100;7581
2126;100;7286
2127;100;8969
2128;100;8288
2129;100;9200
2130;100;7830
2131;100;9683
2132;100;8369
2133;100;9081
2134;100;8431
2135;100;8659
2136;100;7309
2137;100;8600
2138;100;10888
2139;100;7002
2140;100;6941
2141;100;7835
2142;100;7904
2143;100;10962
2144;100;9627
2145;100;8675
2146;100;8441
2147;100;6815
2148;100;9341
2149;100;8565
2150;100;9225
2151;100;10441
2152;100;9643
2153;100;8490
2154;100;7525
2155;100;8312
2156;100;10745
2157;100;7497
2158;100;7983
2159;100;10135
2160;100;8084
2161;100;7690
2162;100;9884
2163;100;9409
2164;100;9453
2165;100;7770
2166;100;7583
2167;100;7903
2168;100;8084
2169;100;7001
2170;100;9102
2171;100;8638
2172;100;7975
2173;100;7496
2174;100;8140
2175;100;8517
2176;100;8465
2177;100;9310
2178;100;7459
2179;100;8179
2180;100;8658
2181;100;9537
2182;100;9388
2183;100;7892
2184;100;7381
2185;100;9247
2186;100;8330
2187;100;7703
2188;100;8610
2189;100;8642
2190;100;8841
2191;100;9405
2192;100;9801
2193;100;8650
2194;100;9113
2195;100;7484
2196;100;8928
2197;100;8314
2198;100;9011
2199;100;9842
2200;100;9634
2201;100;7801
2202;100;9235
2203;100;10943
2204;100;8858
2205;100;10016
2206;100;8350
2207;100;9173
2208;100;8051
2209;100;8615
2210;100;8518
2211;100;9167
2212;100;8405
2213;100;7444
2214;100;8494
2215;100;8802
2216;100;7917
2217;100;7868
2218;100;8433
2219;100;7460
2220;100;7841
2221;100;7925
2222;100;9693
2223;100;9298
2224;100;8091
2225;100;9589
2226;100;8766
2227;100;10070
2228;100;10331
2229;100;7431
2230;100;9312
2231;100;11691
2232;100;7983
2233;100;9211
2234;100;7708
2235;100;9255
2236;100;8521
2237;100;8051
2238;100;8836
2239;100;9805
2240;100;10703
2241;100;10818
2242;100;9147
2243;100;9420
2244;100;9219
2245;100;9969
2246;100;8472
2247;100;8491
2248;100;8480
2249;100;12240
2250;100;9165
2251;100;9288
2252;100;9235
2253;100;8865
2254;100;8427
2255;100;9080
2256;100;8170
2257;100;6890
2258;100;9575
2259;100;6844
2260;100;7901
2261;100;8758
2262;100;8233
2263;100;9171
2264;100;8565
2265;100;10641
2266;100;8879
2267;100;7822
2268;100;9344
2269;100;7950
2270;100;7315
2271;100;8615
2272;100;9906
2273;100;9599
2274;100;7972
2275;100;9453
2276;100;9962
2277;100;8435
2278;100;8214
2279;100;8797
2280;100;7835
2281;100;10354
2282;100;8174
2283;100;8216
2284;100;7985
2285;100;8664
2286;100;8038
2287;100;7931
2288;100;8234
2289;100;8006
2290;100;8742
2291;100;8221
2292;100;8851
2293;100;10224
2294;100;6946
2295;100;8709
2296;100;8018
2297;100;7937
2298;100;10114
2299;100;8276
2300;100;8727
2301;100;9245
2302;100;10456
2303;100;8400
2304;100;9701
2305;100;8946
2306;100;8855
2307;100;8789
2308;100;8450
2309;100;9505
2310;100;10806
2311;100;8349
2312;100;8582
2313;100;9237
2314;100;9304
2315;100;9244
2316;100;9286
2317;100;7988
2318;100;7750
2319;100;8303
2320;100;8386
2321;100;9574
2322;100;10188
2323;100;10250
2324;100;7880
2325;100;8417
2326;100;8250
2327;100;9069
2328;100;9148
2329;100;7907
2330;100;9300
2331;100;10387
2332;100;8430
2333;100;9126
2334;100;10022
2335;100;9762
2336;100;8686
2337;100;9510
2338;100;7980
2339;100;9624
2340;100;9457
2341;100;8651
2342;100;8287
2343;100;8535
2344;100;11536
2345;100;8893
2346;100;9390
2347;100;8408
2348;100;8607
2349;100;10355
2350;100;8597
2351;100;7347
2352;100;9172
2353;100;8228
2354;100;9149
2355;100;8719
2356;100;9492
2357;100;10214
2358;100;11303
2359;100;9382
2360;100;9778
2361;100;9194
2362;100;9305
2363;100;9573
2364;100;8692
2365;100;8947
2366;100;9190
2367;100;7736
2368;100;8593
2369;100;8576
2370;100;8443
2371;100;10248
2372;100;9197
2373;100;11069
2374;100;8567
2375;100;8788
2376;100;9884
2377;100;8617
2378;100;8678
2379;100;10786
2380;100;9529
2381;100;8933
2382;100;8619
2383;100;10383
2384;100;9996
2385;100;8063
2386;100;8759
2387;100;9832
2388;100;8526
2389;100;9542
2390;100;9085
2391;100;9473
2392;100;8992
2393;100;9541
2394;100;9622
2395;100;11051
2396;100;7643
2397;100;8786
2398;100;9876
2399;100;8310
2400;100;8696
2401;100;8547
2402;100;9022
2403;100;11222
2404;100;10634
2405;100;10726
2406;100;7792
2407;100;7701
2408;100;9634
2409;100;8220
2410;100;9490
2411;100;9490
2412;100;9328
2413;100;10319
2414;100;9435
2415;100;9362
2416;100;8364
2417;100;9569
2418;100;8668
2419;100;9607
2420;100;8400
2421;100;10287
2422;100;9062
2423;100;9730
2424;100;9571
2425;100;9205
2426;100;7842
2427;100;11179
2428;100;8900
2429;100;9364
2430;100;9864
2431;100;10406
2432;100;10659
2433;100;8645
2434;100;10071
2435;100;10963
2436;100;8302
2437;100;10366
2438;100;8046
2439;100;10221
2440;100;9011
2441;100;9124
2442;100;8626
2443;100;9050
2444;100;8873
2445;100;9344
2446;100;9078
2447;100;10253
2448;100;8595
2449;100;10727
2450;100;9278
2451;100;11760
2452;100;9030
2453;100;10178
2454;100;9591
2455;100;9387
2456;100;8979
2457;100;9942
2458;100;9527
2459;100;8873
2460;100;10966
2461;100;8981
2462;100;8875
2463;100;9685
2464;100;8787
2465;100;11551
2466;100;10854
2467;100;10651
2468;100;9757
2469;100;10122
2470;100;8685
2471;100;9801
2472;100;10149
2473;100;9696
2474;100;8800
2475;100;11072
2476;100;8535
2477;100;10722
2478;100;8987
2479;100;9420
2480;100;12618
2481;100;11328
2482;100;9527
2483;100;8510
2484;100;11717
2485;100;8144
2486;100;9201
2487;100;9020
2488;100;11385
2489;100;10073
2490;100;10147
2491;100;10250
2492;100;8911
2493;100;9511
2494;100;10216
2495;100;10878
2496;100;8901
2497;100;10360
2498;100;13061
2499;100;11629
2500;100;10998
2501;100;8677
2502;100;9420
2503;100;9152
2504;100;9102
2505;100;10144
2506;100;9611
2507;100;8982
2508;100;9068
2509;100;8959
2510;100;8387
2511;100;10255
2512;100;9149
2513;100;8190
2514;100;11968
2515;100;10781
2516;100;9245
2517;100;7813
2518;100;9972
2519;100;9267
2520;100;10707
2521;100;9887
2522;100;8193
2523;100;9884
2524;100;9003
2525;100;9672
2526;100;9515
2527;100;9282
2528;100;9919
2529;100;11967
2530;100;9665
2531;100;9585
2532;100;9111
2533;100;11112
2534;100;8044
2535;100;10505
2536;100;9140
2537;100;10667
2538;100;10510
2539;100;10626
2540;100;8411
2541;100;10479
2542;100;9670
2543;100;10833
2544;100;9383
2545;100;9950
2546;100;8983
2547;100;10234
2548;100;9413
2549;100;9757
2550;100;11657
2551;100;9993
2552;100;9663
2553;100;10906
2554;100;8729
2555;100;9451
2556;100;9098
2557;100;10069
2558;100;10031
2559;100;11303
2560;100;10765
2561;100;8380
2562;100;9538
2563;100;10811
2564;100;9421
2565;100;11608
2566;100;11982
2567;100;8855
2568;100;8804
2569;100;9997
2570;100;10483
2571;100;10350
2572;100;11603
2573;100;10299
2574;100;10939
2575;100;10801
2576;100;10001
2577;100;10481
2578;100;8808
2579;100;9814
2580;100;10450
2581;100;11048
2582;100;11309
2583;100;10628
2584;100;10066
2585;100;9610
2586;100;10461
2587;100;8978
2588;100;8573
2589;100;10650
2590;100;10869
2591;100;10065
2592;100;9839
2593;100;11420
2594;100;10548
2595;100;11287
2596;100;10143
2597;100;7991
2598;100;10273
2599;100;10609
2600;100;11619
2601;100;10428
2602;100;9228
2603;100;10447
2604;100;10659
2605;100;9749
2606;100;11614
2607;100;8993
2608;100;11139
2609;100;8429
2610;100;9866
2611;100;9678
2612;100;9172
2613;100;8526
2614;100;8923
2615;100;9367
2616;100;8505
2617;100;9894
2618;100;8483
2619;100;9933
2620;100;9745
2621;100;9987
2622;100;8875
2623;100;11316
2624;100;9911
2625;100;10294
2626;100;10070
2627;100;9518
2628;100;10096
2629;100;13034
2630;100;9927
2631;100;8749
2632;100;9020
2633;100;11101
2634;100;11952
2635;100;10205
2636;100;9814
2637;100;11745
2638;100;9350
2639;100;11824
2640;100;13464
2641;100;10694
2642;100;11495
2643;100;9084
2644;100;7170
2645;100;9869
2646;100;9454
2647;100;10626
2648;100;11872
2649;100;11514
2650;100;12351
2651;100;10014
2652;100;9536
2653;100;9240
2654;100;10511
2655;100;14066
2656;100;11513
2657;100;10148
2658;100;10734
2659;100;10311
2660;100;9215
2661;100;10809
2662;100;9695
2663;100;11363
2664;100;10886
2665;100;10217
2666;100;10364
2667;100;9020
2668;100;10942
2669;100;9016
2670;100;10162
2671;100;9022
2672;100;11362
2673;100;10701
2674;100;10767
2675;100;10548
2676;100;8970
2677;100;10733
2678;100;12074
2679;100;10215
2680;100;10370
2681;100;8789
2682;100;12011
2683;100;10182
2684;100;10893
2685;100;10817
2686;100;10310
2687;100;9943
2688;100;11884
2689;100;12575
2690;100;12331
2691;100;8585
2692;100;11157
2693;100;9702
2694;100;10338
2695;100;9466
2696;100;9739
2697;100;9504
2698;100;9614
2699;100;11100
2700;100;10778
2701;100;11040
2702;100;9613
2703;100;12175
2704;100;9036
2705;100;11104
2706;100;10795
2707;100;12060
2708;100;9899
2709;100;9983
2710;100;11660
2711;100;11557
2712;100;10751
2713;100;11280
2714;100;11710
2715;100;10217
2716;100;11567
2717;100;10012
2718;100;10683
2719;100;10026
2720;100;11554
2721;100;9633
2722;100;11237
2723;100;9635
2724;100;12993
2725;100;9946
2726;100;9342
2727;100;10233
2728;100;10057
2729;100;10319
2730;100;9099
2731;100;10399
2732;100;9924
2733;100;11195
2734;100;11513
2735;100;11978
2736;100;8714
2737;100;10137
2738;100;10105
2739;100;9375
2740;100;12791
2741;100;10591
2742;100;11444
2743;100;10436
2744;100;11532
2745;100;11982
2746;100;10360
2747;100;9633
2748;100;11284
2749;100;12606
2750;100;8760
2751;100;9888
2752;100;10016
2753;100;11149
2754;100;12091
2755;100;10422
2756;100;10863
2757;100;9166
2758;100;9480
2759;100;10470
2760;100;10479
2761;100;9774
2762;100;11413
2763;100;11774
2764;100;10284
2765;100;9542
2766;100;9555
2767;100;11737
2768;100;11132
2769;100;12305
2770;100;11261
2771;100;10900
2772;100;10492
2773;100;9954
2774;100;11087
2775;100;11836
2776;100;10338
2777;100;10122
2778;100;10483
2779;100;11654
2780;100;11935
2781;100;8184
2782;100;11565
2783;100;11541
2784;100;10001
2785;100;10731
2786;100;13546
2787;100;10990
2788;100;11374
2789;100;9592
2790;100;10247
2791;100;11042
2792;100;13053
2793;100;9814
2794;100;10148
2795;100;10653
2796;100;11353
2797;100;9830
2798;100;11616
2799;100;12260
2800;100;9768
2801;100;10020
2802;100;13891
2803;100;9466
2804;100;11192
2805;100;11865
2806;100;10560
2807;100;9334
2808;100;11774
2809;100;9207
2810;100;11344
2811;100;10479
2812;100;10451
2813;100;12585
2814;100;10044
2815;100;12273
2816;100;11012
2817;100;11440
2818;100;10342
2819;100;11071
2820;100;10458
2821;100;9473
2822;100;11714
2823;100;10728
2824;100;11549
2825;100;10889
2826;100;10543
2827;100;10131
2828;100;9945
2829;100;9757
2830;100;9867
2831;100;10032
2832;100;11315
2833;100;10260
2834;100;12348
2835;100;13478
2836;100;11406
2837;100;10962
2838;100;11714
2839;100;11762
2840;100;10862
2841;100;11285
2842;100;11133
2843;100;9704
2844;100;11102
2845;100;9058
2846;100;8571
2847;100;10727
2848;100;13477
2849;100;10436
2850;100;12548
2851;100;11617
2852;100;12003
2853;100;10325
2854;100;10613
2855;100;12075
2856;100;10089
2857;100;12682
2858;100;9083
2859;100;8645
2860;100;13299
2861;100;15578
2862;100;12655
2863;100;10776
2864;100;11463
2865;100;10326
2866;100;12814
2867;100;10953
2868;100;12155
2869;100;10838
2870;100;8962
2871;100;11341
2872;100;9998
2873;100;12725
2874;100;9899
2875;100;10535
2876;100;11173
2877;100;11388
2878;100;10396
2879;100;11987
2880;100;9882
2881;100;11426
2882;100;13406
2883;100;11091
2884;100;12687
2885;100;13201
2886;100;12290
2887;100;11132
2888;100;12107
2889;100;10171
2890;100;11106
2891;100;12329
2892;100;11038
2893;100;12402
2894;100;10841
2895;100;11461
2896;100;11833
2897;100;9614
2898;100;11197
2899;100;11008
2900;100;11490
2901;100;11070
2902;100;13152
2903;100;12477
2904;100;10426
2905;100;12420
2906;100;13815
2907;100;11038
2908;100;12436
2909;100;10249
2910;100;11378
2911;100;12250
2912;100;11484
2913;100;11400
2914;100;11544
2915;100;11413
2916;100;11786
2917;100;10301
2918;100;12390
2919;100;11278
2920;100;11412
2921;100;11304
2922;100;12845
2923;100;11655
2924;100;12435
2925;100;12958
2926;100;11454
2927;100;12333
2928;100;12172
2929;100;9899
2930;100;13470
2931;100;11168
2932;100;13703
2933;100;11204
2934;100;10682
2935;100;12562
2936;100;9337
2937;100;10820
2938;100;11589
2939;100;12469
2940;100;11851
2941;100;12121
2942;100;13733
2943;100;12330
2944;100;10992
2945;100;13451
2946;100;12709
2947;100;11625
2948;100;11944
2949;100;13365
2950;100;11658
2951;100;13315
2952;100;12136
2953;100;11010
2954;100;12984
2955;100;12036
2956;100;11014
2957;100;9997
2958;100;11418
2959;100;12293
2960;100;13216
2961;100;13112
2962;100;12005
2963;100;10466
2964;100;10191
2965;100;11298
2966;100;10059
2967;100;10711
2968;100;11517
2969;100;11366
2970;100;11657
2971;100;10687
2972;100;10542
2973;100;12375
2974;100;10789
2975;100;11624
2976;100;10619
2977;100;12329
2978;100;13143
2979;100;10848
2980;100;11720
2981;100;11806
2982;100;11041
2983;100;11565
2984;100;13103
2985;100;14464
2986;100;12015
2987;100;13342
2988;100;12453
2989;100;10945
2990;100;13944
2991;100;10397
2992;100;12082
2993;100;10950
2994;100;11601
2995;100;12894
2996;100;11629
2997;100;10734
2998;100;12284
2999;100;13608
3000;100;11053
3001;100;10936
3002;100;11746
3003;100;11681
3004;100;11471
3005;100;12005
3006;100;11800
3007;100;14572
3008;100;12143
3009;100;12094
3010;100;11444
3011;100;12387
3012;100;11792
3013;100;13446
3014;100;13937
3015;100;12549
3016;100;12036
3017;100;11248
3018;100;11499
3019;100;16917
3020;100;10522
3021;100;11421
3022;100;11385
3023;100;11720
3024;100;10761
3025;100;9962
3026;100;13926
3027;100;12018
3028;100;14954
3029;100;10351
3030;100;10664
3031;100;11133
3032;100;10580
3033;100;12511
3034;100;11826
3035;100;13466
3036;100;10538
3037;100;11437
3038;100;11199
3039;100;10103
3040;100;11901
3041;100;12432
3042;100;11427
3043;100;13479
3044;100;12165
3045;100;11075
3046;100;11244
3047;100;11608
3048;100;11084
3049;100;11455
3050;100;10607
3051;100;15279
3052;100;11761
3053;100;11340
3054;100;10786
3055;100;10937
3056;100;12935
3057;100;10864
3058;100;11460
3059;100;14416
3060;100;11363
3061;100;13804
3062;100;12142
3063;100;12553
3064;100;11527
3065;100;10615
3066;100;12892
3067;100;12388
3068;100;11512
3069;100;11917
3070;100;11997
3071;100;11441
3072;100;11588
3073;100;12299
3074;100;12247
3075;100;13813
3076;100;11598
3077;100;13025
3078;100;11511
3079;100;13535
3080;100;12040
3081;100;13429
3082;100;11240
3083;100;14366
3084;100;11729
3085;100;10102
3086;100;11674
3087;100;13149
3088;100;12984
3089;100;12105
3090;100;13194
3091;100;13216
3092;100;10854
3093;100;10669
3094;100;12435
3095;100;11288
3096;100;13396
3097;100;11964
3098;100;10139
3099;100;14087
3100;100;10538
3101;100;14653
3102;100;12958
3103;100;12746
3104;100;11194
3105;100;12610
3106;100;14407
3107;100;11359
3108;100;11283
3109;100;12324
3110;100;14193
3111;100;11847
3112;100;11132
3113;100;15596
3114;100;12807
3115;100;11239
3116;100;12011
3117;100;11962
3118;100;10876
3119;100;11490
3120;100;11729
3121;100;10311
3122;100;12463
3123;100;13798
3124;100;11855
3125;100;13769
3126;100;14307
3127;100;12792
3128;100;11804
3129;100;10828
3130;100;13649
3131;100;12744
3132;100;12333
3133;100;14014
3134;100;11049
3135;100;10183
3136;100;11650
3137;100;10342
3138;100;12253
3139;100;12227
3140;100;11378
3141;100;13921
3142;100;12979
3143;100;13697
3144;100;11880
3145;100;12143
3146;100;13539
3147;100;12191
3148;100;14466
3149;100;12036
3150;100;11063
3151;100;11334
3152;100;13494
3153;100;11983
3154;100;11834
3155;100;14643
3156;100;11874
3157;100;12207
3158;100;12270
3159;100;11859
3160;100;12233
3161;100;12152
3162;100;13116
3163;100;13665
3164;100;12470
3165;100;12227
3166;100;12000
3167;100;15211
3168;100;12408
3169;100;12771
3170;100;13778
3171;100;10811
3172;100;12188
3173;100;12067
3174;100;13783
3175;100;11289
3176;100;15542
3177;100;12491
3178;100;14452
3179;100;13589
3180;100;10330
3181;100;11335
3182;100;11660
3183;100;10837
3184;100;11323
3185;100;12436
3186;100;14573
3187;100;11231
3188;100;12734
3189;100;12099
3190;100;12118
3191;100;11409
3192;100;13406
3193;100;12851
3194;100;14055
3195;100;11846
3196;100;11994
3197;100;12290
3198;100;11500
3199;100;11107
3200;100;11141
3201;100;14486
3202;100;12513
3203;100;11811
3204;100;13850
3205;100;12291
3206;100;11637
3207;100;11404
3208;100;12493
3209;100;12433
3210;100;12407
3211;100;11671
3212;100;13094
3213;100;14148
3214;100;14781
3215;100;14126
3216;100;14315
3217;100;11371
3218;100;12486
3219;100;12972
3220;100;12104
3221;100;13701
3222;100;12637
3223;100;13724
3224;100;11229
3225;100;11444
3226;100;11670
3227;100;11230
3228;100;12472
3229;100;13037
3230;100;11473
3231;100;14356
3232;100;13973
3233;100;11802
3234;100;13563
3235;100;15582
3236;100;12741
3237;100;10423
3238;100;16607
3239;100;14826
3240;100;13852
3241;100;14594
3242;100;13402
3243;100;13229
3244;100;15426
3245;100;13828
3246;100;13725
3247;100;11534
3248;100;11367
3249;100;11180
3250;100;12140
3251;100;13660
3252;100;12381
3253;100;13535
3254;100;15125
3255;100;13912
3256;100;14992
3257;100;13612
3258;100;13013
3259;100;11401
3260;100;10492
3261;100;13027
3262;100;14331
3263;100;11101
3264;100;13261
3265;100;12016
3266;100;11555
3267;100;12862
3268;100;12427
3269;100;14008
3270;100;13530
3271;100;12907
3272;100;13120
3273;100;13960
3274;100;13899
3275;100;13152
3276;100;14345
3277;100;13934
3278;100;13006
3279;100;12636
3280;100;12692
3281;100;14866
3282;100;12888
3283;100;15429
3284;100;12687
3285;100;12536
3286;100;11953
3287;100;13337
3288;100;12684
3289;100;11927
3290;100;11330
3291;100;13691
3292;100;12047
3293;100;14034
3294;100;13533
3295;100;13551
3296;100;12413
3297;100;12881
3298;100;13084
3299;100;12279
3300;100;13924
3301;100;13252
3302;100;12805
3303;100;15155
3304;100;13706
3305;100;12723
3306;100;14580
3307;100;10779
3308;100;12867
3309;100;12107
3310;100;13818
3311;100;11524
3312;100;14379
3313;100;11499
3314;100;14106
3315;100;12894
3316;100;16125
3317;100;16029
3318;100;12579
3319;100;13143
3320;100;12059
3321;100;11199
3322;100;12039
3323;100;13247
3324;100;14320
3325;100;13606
3326;100;12153
3327;100;14257
3328;100;12640
3329;100;12381
3330;100;12206
3331;100;13448
3332;100;13390
3333;100;12926
3334;100;14398
3335;100;12122
3336;100;13207
3337;100;10856
3338;100;12543
3339;100;15574
3340;100;15267
3341;100;13195
3342;100;13632
3343;100;12857
3344;100;12077
3345;100;12992
3346;100;13237
3347;100;13397
3348;100;13784
3349;100;16125
3350;100;14760
3351;100;15126
3352;100;15421
3353;100;13403
3354;100;15657
3355;100;12102
3356;100;14571
3357;100;14392
3358;100;15221
3359;100;13131
3360;100;15155
3361;100;13875
3362;100;12759
3363;100;14152
3364;100;11795
3365;100;11781
3366;100;11844
3367;100;10193
3368;100;14079
3369;100;13066
3370;100;12362
3371;100;12931
3372;100;13193
3373;100;11829
3374;100;13059
3375;100;14085
3376;100;13642
3377;100;12399
3378;100;12593
3379;100;10889
3380;100;12268
3381;100;12023
3382;100;14015
3383;100;14179
3384;100;14688
3385;100;14889
3386;100;13278
3387;100;13478
3388;100;12822
3389;100;13900
3390;100;11771
3391;100;12804
3392;100;14962
3393;100;14670
3394;100;13641
3395;100;11995
3396;100;11503
3397;100;11795
3398;100;11391
3399;100;12434
3400;100;13069
3401;100;15096
3402;100;17446
3403;100;11811
3404;100;13723
3405;100;13254
3406;100;12497
3407;100;11080
3408;100;13280
3409;100;13498
3410;100;14464
3411;100;14821
3412;100;13632
3413;100;14934
3414;100;15316
3415;100;12710
3416;100;12592
3417;100;14462
3418;100;13654
3419;100;14837
3420;100;12664
3421;100;15686
3422;100;12251
3423;100;11305
3424;100;12929
3425;100;16365
3426;100;12331
3427;100;12764
3428;100;10695
3429;100;14392
3430;100;15130
3431;100;16097
3432;100;12792
3433;100;12902
3434;100;11450
3435;100;15271
3436;100;12770
3437;100;12662
3438;100;12438
3439;100;11920
3440;100;12902
3441;100;13995
3442;100;13833
3443;100;13985
3444;100;14768
3445;100;12624
3446;100;14100
3447;100;12754
3448;100;13416
3449;100;13584
3450;100;13564
3451;100;14117
3452;100;13470
3453;100;13363
3454;100;12220
3455;100;13871
3456;100;11836
3457;100;13170
3458;100;15223
3459;100;13811
3460;100;14898
3461;100;13002
3462;100;14734
3463;100;14080
3464;100;13664
3465;100;15719
3466;100;12366
3467;100;18061
3468;100;15339
3469;100;15699
3470;100;14404
3471;100;13765
3472;100;12546
3473;100;15419
3474;100;11926
3475;100;13470
3476;100;13936
3477;100;13812
3478;100;14715
3479;100;13058
3480;100;12514
3481;100;14244
3482;100;12154
3483;100;15805
3484;100;14737
3485;100;17601
3486;100;18034
3487;100;13128
3488;100;13428
3489;100;12079
3490;100;16719
3491;100;13697
3492;100;13848
3493;100;13161
3494;100;12700
3495;100;12393
3496;100;12491
3497;100;12790
3498;100;12239
3499;100;14014
3500;100;11546
3501;100;14507
3502;100;14020
3503;100;13556
3504;100;12503
3505;100;14720
3506;100;14086
3507;100;13697
3508;100;14359
3509;100;13197
3510;100;12606
3511;100;11373
3512;100;13637
3513;100;15464
3514;100;15498
3515;100;11902
3516;100;14023
3517;100;12902
3518;100;12657
3519;100;12686
3520;100;16265
3521;100;13557
3522;100;13831
3523;100;13634
3524;100;15095
3525;100;14455
3526;100;14166
3527;100;13526
3528;100;16945
3529;100;13392
3530;100;14873
3531;100;13252
3532;100;13026
3533;100;15121
3534;100;14681
3535;100;13625
3536;100;16365
3537;100;13862
3538;100;12373
3539;100;15314
3540;100;13958
3541;100;15253
3542;100;13393
3543;100;12629
3544;100;14240
3545;100;14001
3546;100;13383
3547;100;12333
3548;100;13488
3549;100;13671
3550;100;13348
3551;100;13198
3552;100;14852
3553;100;15323
3554;100;12323
3555;100;13862
3556;100;12580
3557;100;12523
3558;100;12767
3559;100;13907
3560;100;14795
3561;100;10652
3562;100;14763
3563;100;13406
3564;100;17690
3565;100;14321
3566;100;12073
3567;100;14578
3568;100;15691
3569;100;16293
3570;100;14540
3571;100;17393
3572;100;13869
3573;100;13928
3574;100;16666
3575;100;14989
3576;100;14804
3577;100;15791
3578;100;16122
3579;100;13540
3580;100;14198
3581;100;12757
3582;100;12554
3583;100;13373
3584;100;14717
3585;100;15175
3586;100;14137
3587;100;15005
3588;100;12596
3589;100;15517
3590;100;12764
3591;100;11716
3592;100;14041
3593;100;12579
3594;100;14790
3595;100;11190
3596;100;11312
3597;100;13155
3598;100;12882
3599;100;12966
3600;100;18891
3601;100;16996
3602;100;17326
3603;100;12172
3604;100;13447
3605;100;12772
3606;100;15051
3607;100;15688
3608;100;14261
3609;100;14503
3610;100;13401
3611;100;14546
3612;100;13858
3613;100;16954
3614;100;12742
3615;100;15182
3616;100;14259
3617;100;14439
3618;100;11854
3619;100;14856
3620;100;14086
3621;100;13167
3622;100;14096
3623;100;12353
3624;100;14496
3625;100;13108
3626;100;16553
3627;100;15476
3628;100;15885
3629;100;15351
3630;100;14562
3631;100;14101
3632;100;13747
3633;100;16844
3634;100;11205
3635;100;16059
3636;100;12456
3637;100;15125
3638;100;16669
3639;100;13670
3640;100;14546
3641;100;13692
3642;100;16802
3643;100;16488
3644;100;11616
3645;100;12047
3646;100;15746
3647;100;13743
3648;100;15942
3649;100;13581
3650;100;14102
3651;100;15372
3652;100;16077
3653;100;16772
3654;100;15092
3655;100;13471
3656;100;15085
3657;100;13028
